Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.041979,0.034638,0.957619,0.036504,0.042381,0.036504,0.958929,0.066310,0.957143,0.069007,0.963889,0.058267,0.920300,0.068627,0.958733,0.035898,3.400000,1.429841,15.030892,1.028754
bHHO-XGBOOST,xgboost,v1,0.075756,0.074231,0.921905,0.078670,0.078095,0.078670,0.932143,0.098457,0.914286,0.099887,0.921429,0.095683,0.849972,0.158032,0.923736,0.078920,3.100000,1.449138,24.278004,2.362954
bJADE-XGBOOST,xgboost,v1,0.066025,0.059111,0.936667,0.061273,0.063333,0.061273,0.971429,0.060234,0.895238,0.143385,0.925278,0.099540,0.882966,0.112562,0.943226,0.052029,11.600000,5.125102,25.373127,1.672422
bLRRIME-XGBOOST,xgboost,v1,0.022377,0.032665,0.978571,0.034503,0.021429,0.034503,1.000000,0.000000,0.954762,0.073128,0.963889,0.058267,0.959271,0.065596,0.980784,0.031014,4.000000,0.942809,20.229857,1.414827
bRIME-XGBOOST,xgboost,v1,0.042333,0.034083,0.957619,0.036504,0.042381,0.036504,0.957143,0.069007,0.957143,0.069007,0.963889,0.058267,0.920300,0.068627,0.957707,0.036839,4.100000,2.078995,15.244477,0.914014
bSADE-XGBOOST,xgboost,v1,0.053565,0.062895,0.950952,0.066366,0.049048,0.066366,0.975000,0.079057,0.928571,0.121405,0.943056,0.095431,0.912050,0.118365,0.954048,0.062349,13.800000,7.420692,25.464419,1.923063
bSHADE-XGBOOST,xgboost,v1,0.046476,0.056184,0.958095,0.058528,0.041905,0.058528,0.985714,0.045175,0.928571,0.121405,0.945278,0.091325,0.923334,0.106215,0.962030,0.051548,13.200000,2.740641,25.901377,1.141807
