Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-KNN,s1,0.164975,0.135189,0.850000,0.144632,0.150000,0.144632,0.887500,0.147266,0.809524,0.182367,0.836587,0.144048,0.703924,0.285790,0.858289,0.139716,44.500000,10.024969,1.938474,0.042994
bLRRIME-KNN,s2,0.152312,0.109175,0.864286,0.113938,0.135714,0.113938,0.901786,0.117021,0.826190,0.175341,0.854708,0.129821,0.740007,0.217539,0.872824,0.106327,46.300000,6.377913,1.957194,0.100612
bLRRIME-KNN,s3,0.156573,0.110889,0.857143,0.116642,0.142857,0.116642,0.875000,0.120527,0.840476,0.141995,0.855952,0.124251,0.719407,0.232241,0.862546,0.111576,41.300000,2.945807,1.899344,0.025536
bLRRIME-KNN,s4,0.149787,0.104457,0.864286,0.108849,0.135714,0.108849,0.889286,0.126493,0.840476,0.170976,0.864827,0.120642,0.741787,0.205696,0.870818,0.101437,41.300000,3.400980,1.890157,0.012337
bLRRIME-KNN,v1,0.062637,0.067319,0.935714,0.071031,0.064286,0.071031,0.958929,0.066310,0.911905,0.121949,0.928770,0.096644,0.877936,0.135541,0.940522,0.064828,3.100000,1.449138,1.707053,0.084044
bLRRIME-KNN,v2,0.069524,0.077775,0.928571,0.082479,0.071429,0.082479,0.916071,0.098906,0.940476,0.077152,0.942262,0.075190,0.858028,0.164437,0.928159,0.084329,3.300000,1.888562,1.681467,0.190173
bLRRIME-KNN,v3,0.069322,0.045242,0.928571,0.047619,0.071429,0.047619,0.946429,0.091054,0.914286,0.099887,0.927778,0.081460,0.869151,0.084211,0.931163,0.045043,2.900000,1.197219,1.624818,0.152640
bLRRIME-KNN,v4,0.075956,0.074495,0.921429,0.078607,0.078571,0.078607,0.901786,0.095702,0.940476,0.077152,0.942262,0.075190,0.844631,0.156868,0.920467,0.080467,2.600000,1.074968,1.542596,0.140510
