Algorithm,Accuracy_Mean,Accuracy_Std,Accuracy_Best,Precision_Mean,Precision_Std,Precision_Best,Recall_Mean,Recall_Std,Recall_Best,F1_Mean,F1_Std,F1_Best,Specificity_Mean,Specificity_Std,Specificity_Best,ROC_AUC_Mean,ROC_AUC_Std,ROC_AUC_Best,NumFeatures_Mean,NumFeatures_Std,NumFeatures_Best,Time_Mean,Time_Std,Time_Best
bLRRIME-XGBOOST,0.960952380952381,0.04552389405101223,1.0,0.9617857142857144,0.06173774093798198,0.7777777777777778,0.9669642857142858,0.06507526801413835,0.7142857142857143,0.9619544279250161,0.04505149201376704,1.0,0.9550000000000002,0.07343619217692153,0.7142857142857143,0.9549957482993198,0.058952374800073086,0.75,3.57,1.5192701597088711,1,15.68321013212204,1.2200200589963208,13.125227689743042
XGBOOST,0.712952380952381,0.10396760406480941,0.9285714285714286,0.7309451659451659,0.12122617126866232,0.5,0.7217857142857143,0.16024623201586813,0.375,0.7149474701425166,0.11070588564614604,0.9333333333333333,0.7035714285714283,0.16326056404735156,0.2857142857142857,0.7933928571428572,0.10371179627018724,0.510204081632653,99.0,0.0,99,3.495454788208008e-05,1.3756252821550686e-05,1.8596649169921875e-05
