Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.022222,1.919471,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",44
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.087554,1.895040,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",39
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089069,1.886106,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.857143,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",42
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.155411,1.885739,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.918367,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",39
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.226299,1.893344,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.775510,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",45
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.018182,1.872360,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",36
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.294661,1.895429,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.755102,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",46
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.293146,1.884239,0.714286,0.285714,1.000000,1.000000,0.428571,0.636364,0.777778,0.522233,0.795918,"[[3,4],
 [0,7]]","[3, 4, 0, 7]","(2, 2)",43
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.086544,1.886684,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",37
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.224784,1.883156,0.785714,0.214286,0.750000,0.750000,0.833333,0.857143,0.800000,0.577350,0.760417,"[[5,1],
 [2,6]]","[5, 1, 2, 6]","(2, 2)",42
