Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.028911,0.034720,0.936190,0.062500,0.063810,0.062500,0.946429,0.069416,0.926190,0.078125,0.933929,0.069950,0.874396,0.125651,0.938929,0.060072,3.500000,1.269296,1.801569,0.201335
bLRRIME-KNN,knn,v1,0.062235,0.067454,0.936190,0.070993,0.063810,0.070993,0.944643,0.098331,0.926190,0.078125,0.932937,0.072116,0.875935,0.140350,0.936755,0.074875,3.200000,1.135292,1.702809,0.141910
bLRRIME-MLP,mlp,v1,0.062538,0.049780,0.864762,0.114246,0.135238,0.114246,0.873214,0.105292,0.857143,0.212959,0.888929,0.157723,0.746171,0.220388,0.871293,0.098907,3.800000,1.135292,102.066125,18.166289
bLRRIME-RF,rf,v1,0.054944,0.053158,0.894286,0.067074,0.105714,0.067074,0.889286,0.089405,0.897619,0.118809,0.914484,0.095497,0.795977,0.132324,0.896730,0.063398,2.200000,0.788811,79.407157,5.804396
bLRRIME-SVM,svm,v1,0.095358,0.046579,0.900952,0.049119,0.099048,0.049119,0.903571,0.111740,0.897619,0.118809,0.917659,0.093893,0.817286,0.089062,0.901828,0.050779,2.500000,1.080123,1.481284,0.152042
bLRRIME-XGBOOST,xgboost,v1,0.041828,0.034508,0.957619,0.036504,0.042381,0.036504,0.985714,0.045175,0.926190,0.078125,0.940278,0.063157,0.919764,0.069117,0.960543,0.034323,3.100000,0.994429,16.995524,1.151214
