Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.022276,0.032404,0.921429,0.071031,0.078571,0.071031,0.916071,0.098906,0.928571,0.075292,0.929762,0.074915,0.847002,0.141269,0.920659,0.074812,3.800000,2.440401,1.853113,0.159098
bLRRIME-KNN,knn,v1,0.068316,0.043547,0.929524,0.046103,0.070476,0.046103,0.944643,0.071651,0.914286,0.099887,0.927778,0.081460,0.867365,0.087156,0.931923,0.042151,2.700000,0.948683,1.682316,0.116188
bLRRIME-MLP,mlp,v1,0.049171,0.042347,0.858571,0.087921,0.141429,0.087921,0.846429,0.125763,0.871429,0.125085,0.881151,0.117882,0.727216,0.178432,0.857435,0.094731,5.100000,6.471304,97.396303,25.684558
bLRRIME-RF,rf,v1,0.041424,0.034815,0.893810,0.083783,0.106190,0.083783,0.914286,0.120468,0.871429,0.105409,0.885357,0.093032,0.795650,0.166823,0.895079,0.085520,2.300000,0.674949,83.344795,4.284360
bLRRIME-SVM,svm,v1,0.088572,0.055192,0.908095,0.057977,0.091905,0.057977,0.944643,0.071651,0.871429,0.125085,0.894484,0.096535,0.827329,0.109655,0.914292,0.053499,2.500000,1.581139,1.454869,0.128177
bLRRIME-XGBOOST,xgboost,v1,0.048310,0.045140,0.950476,0.047998,0.049524,0.047998,0.957143,0.069007,0.942857,0.073771,0.949603,0.065494,0.905126,0.094033,0.951114,0.047950,2.500000,1.433721,16.729449,2.000659
