Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.022731,0.032076,0.914762,0.099974,0.085238,0.099974,0.944643,0.098331,0.878571,0.178333,0.909434,0.124275,0.838400,0.194177,0.922113,0.092094,4.700000,5.793675,1.831726,0.233028
bLRRIME-KNN,knn,v1,0.054846,0.051830,0.943810,0.054793,0.056190,0.054793,0.975000,0.052705,0.914286,0.099887,0.927778,0.081460,0.894160,0.103477,0.948333,0.049814,2.900000,0.994429,1.736830,0.103640
bLRRIME-MLP,mlp,v1,0.049371,0.045158,0.886667,0.083535,0.113333,0.083535,0.876786,0.099762,0.892857,0.155219,0.914048,0.103041,0.779632,0.172358,0.889719,0.073390,4.600000,2.319004,105.310061,18.435150
bLRRIME-RF,rf,v1,0.027903,0.046741,0.936190,0.040481,0.063810,0.040481,0.930357,0.073603,0.942857,0.073771,0.948214,0.067054,0.878544,0.079887,0.935971,0.040743,2.400000,0.966092,83.628631,6.621170
bLRRIME-SVM,svm,v1,0.128834,0.065677,0.865714,0.069400,0.134286,0.069400,0.880357,0.125439,0.857143,0.134687,0.878929,0.101985,0.750686,0.126286,0.869606,0.066621,2.500000,0.971825,1.502713,0.099822
bLRRIME-XGBOOST,xgboost,v1,0.028408,0.034665,0.971905,0.036297,0.028095,0.036297,0.985714,0.045175,0.957143,0.069007,0.963889,0.058267,0.947095,0.068329,0.973092,0.035001,3.400000,1.712698,17.342168,1.679537
