Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.036050,0.047670,0.915238,0.093443,0.084762,0.093443,0.932143,0.114744,0.895238,0.126587,0.912143,0.103334,0.836897,0.184566,0.918413,0.092567,4.200000,1.549193,1.875073,0.193531
bLRRIME-KNN,knn,v1,0.062334,0.067171,0.935714,0.071031,0.064286,0.071031,0.944643,0.098331,0.928571,0.101015,0.936111,0.086662,0.878681,0.136662,0.936731,0.073106,2.500000,1.354006,1.660772,0.107431
bLRRIME-MLP,mlp,v1,0.071696,0.045561,0.864762,0.053367,0.135238,0.053367,0.805357,0.071651,0.926190,0.078125,0.926190,0.078125,0.739532,0.107981,0.858681,0.054369,7.600000,13.217833,99.244549,16.139364
bLRRIME-RF,rf,v1,0.041977,0.057091,0.907143,0.067763,0.092857,0.067763,0.901786,0.117021,0.914286,0.099887,0.921825,0.086735,0.824645,0.130918,0.905778,0.072678,2.500000,0.971825,84.319368,6.181819
bLRRIME-SVM,svm,v1,0.129236,0.074920,0.865238,0.078569,0.134762,0.078569,0.850000,0.113001,0.885714,0.147542,0.901548,0.115172,0.747716,0.144830,0.866336,0.076577,2.400000,1.074968,1.530246,0.168626
bLRRIME-XGBOOST,xgboost,v1,0.035848,0.036200,0.964286,0.037646,0.035714,0.037646,0.973214,0.056626,0.957143,0.069007,0.962500,0.060381,0.933013,0.070611,0.965641,0.036346,3.800000,1.932184,17.554856,1.266599
