Algorithm,Fold,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-MLP,1,0.210202,0.210202,0.205152,0.200101,0.198586,0.197576,0.196061,0.196061,0.196061,0.196061,0.196061,0.133737,0.133737,0.133737,0.133737,0.133737,0.133737,0.133737,0.133737,0.132727,0.131212,0.131212,0.131212,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.130202,0.129697,0.129697
bLRRIME-MLP,2,0.086544,0.081494,0.081494,0.080988,0.080988,0.076948,0.075938,0.075938,0.075938,0.075433,0.075433,0.075433,0.075433,0.073413,0.073413,0.073413,0.073413,0.073413,0.071898,0.071898,0.070382,0.070382,0.070382,0.070382,0.070382,0.069372,0.069372,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362,0.068362
bLRRIME-MLP,3,0.088059,0.080483,0.075433,0.070887,0.070887,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877
bLRRIME-MLP,4,0.022222,0.021212,0.017677,0.010101,0.007071,0.005556,0.005556,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.003535,0.003535,0.003535,0.003535,0.003535,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-MLP,5,0.087554,0.085029,0.085029,0.085029,0.085029,0.085029,0.085029,0.085029,0.085029,0.085029,0.080988,0.080988,0.080988,0.080988,0.080988,0.079978,0.079978,0.079978,0.079978,0.079978,0.079978,0.079978,0.079978,0.079978,0.079978,0.077453,0.077453,0.077453,0.076443,0.074928,0.074928,0.074928,0.074928,0.074928,0.074928,0.074928,0.074423,0.074423,0.074423,0.074423,0.073918,0.073918,0.073918,0.073918,0.073918,0.073413,0.072403,0.071898,0.071898,0.071898
bLRRIME-MLP,6,0.089574,0.078968,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.006566,0.006061,0.006061,0.006061,0.004545,0.004545,0.004545,0.004040,0.004040,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525
bLRRIME-MLP,7,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.020202,0.009596,0.009596,0.008081,0.008081,0.008081,0.008081,0.008081,0.008081,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.005556,0.004545,0.004545,0.004545,0.004545,0.004040,0.004040,0.004040,0.004040,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535
bLRRIME-MLP,8,0.154906,0.154906,0.154906,0.154906,0.138240,0.071898,0.069877,0.069372,0.069372,0.069372,0.069372,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867
bLRRIME-MLP,9,0.094120,0.081494,0.078968,0.078463,0.078463,0.078463,0.078463,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.075433,0.074928,0.074928,0.074928,0.074928,0.074423,0.074423,0.074423,0.073918,0.073918,0.073918,0.072908,0.072908,0.072908,0.072908,0.072908,0.072908,0.071898,0.071898,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392,0.071392
bLRRIME-MLP,10,0.221248,0.219228,0.219228,0.219228,0.212157,0.209127,0.143290,0.142280,0.140260,0.138745,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724,0.136724
