Algorithm,Classifier,TransferFunction,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-KNN,knn,v2,0.189140,0.170932,0.155603,0.143830,0.131661,0.120603,0.114199,0.105657,0.095687,0.092609,0.085787,0.083398,0.078527,0.075596,0.073444,0.072502,0.069109,0.067028,0.066304,0.064896,0.064102,0.064026,0.063196,0.062532,0.062517,0.062472,0.062436,0.061738,0.061014,0.061014,0.060998,0.060958,0.060948,0.060948,0.060948,0.060943,0.060295,0.060284,0.060274,0.060274,0.060264,0.060249,0.060244,0.060239,0.060239,0.060239,0.060239,0.060239,0.060239,0.060239
