Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.042482,0.056759,0.957143,0.060234,0.042857,0.060234,0.928571,0.101015,0.985714,0.045175,0.985714,0.045175,0.919169,0.114036,0.953663,0.065446,3.500000,1.433721,15.621084,0.563155
bHHO-XGBOOST,xgboost,v1,0.064207,0.064203,0.936667,0.069915,0.063333,0.069915,0.917857,0.092291,0.957143,0.069007,0.957143,0.069007,0.877265,0.136632,0.935165,0.071113,8.000000,13.743685,28.758195,9.599068
bJADE-XGBOOST,xgboost,v1,0.034218,0.055215,0.972381,0.058269,0.027619,0.058269,0.958929,0.094510,0.985714,0.045175,0.987500,0.039528,0.947750,0.110197,0.970833,0.062268,15.800000,5.921711,25.780638,1.159015
bLRRIME-XGBOOST,xgboost,v1,0.035496,0.047569,0.964762,0.050155,0.035238,0.050155,0.957143,0.069007,0.971429,0.060234,0.974603,0.054062,0.931921,0.098514,0.964447,0.050621,4.000000,0.942809,20.470259,1.386988
bRIME-XGBOOST,xgboost,v1,0.048312,0.053928,0.950952,0.057189,0.049048,0.057189,0.971429,0.090351,0.928571,0.101015,0.942500,0.077325,0.909936,0.103895,0.952222,0.058338,3.400000,1.074968,14.484023,0.886920
bSADE-XGBOOST,xgboost,v1,0.047131,0.064594,0.957619,0.068804,0.042381,0.068804,0.946429,0.096715,0.971429,0.060234,0.970833,0.062268,0.918440,0.134840,0.956923,0.073054,13.600000,6.850791,25.652465,1.504269
bSHADE-XGBOOST,xgboost,v1,0.028488,0.034282,0.978571,0.034503,0.021429,0.034503,0.971429,0.060234,0.985714,0.045175,0.987500,0.039528,0.959808,0.064716,0.977949,0.035615,16.100000,6.789698,26.223811,1.749708
