Algorithm,Classifier,TransferFunction,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-RF,rf,v1,0.174466,0.160062,0.144574,0.125929,0.112343,0.104249,0.095835,0.090085,0.083995,0.076886,0.074496,0.071860,0.066973,0.063267,0.060456,0.059732,0.058183,0.055398,0.053332,0.051342,0.049331,0.048632,0.047933,0.047928,0.047913,0.046556,0.046556,0.046551,0.046541,0.046526,0.046521,0.045832,0.045827,0.045148,0.044470,0.044470,0.044465,0.044465,0.044460,0.043817,0.043811,0.043791,0.043786,0.043781,0.043781,0.043781,0.043771,0.043771,0.043766,0.043756
