Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,v1,0.035545,0.047669,0.964286,0.050508,0.035714,0.050508,0.973214,0.056626,0.957143,0.096421,0.965278,0.076704,0.934343,0.091641,0.966474,0.046178,3.200000,1.398412,14.964077,1.339937
bHHO-XGBOOST,v1,0.062639,0.067107,0.936190,0.070993,0.063810,0.070993,0.933929,0.091462,0.940476,0.102409,0.950992,0.082595,0.879578,0.136600,0.938782,0.065720,4.000000,1.247219,25.323558,1.324185
bJADE-XGBOOST,v1,0.047943,0.062392,0.958571,0.065101,0.041429,0.065101,0.933929,0.123732,0.985714,0.045175,0.987500,0.039528,0.925951,0.112368,0.954872,0.073913,17.000000,8.993825,26.591736,0.915297
bLRRIME-XGBOOST,v1,0.035850,0.047075,0.964762,0.050155,0.035238,0.050155,0.985714,0.045175,0.942857,0.073771,0.949603,0.065494,0.931921,0.098514,0.966499,0.048915,4.700000,2.496664,20.434911,1.876900
bPSO-XGBOOST,v1,0.058429,0.052883,0.943333,0.056229,0.056667,0.056229,0.928571,0.101015,0.957143,0.096421,0.966667,0.074994,0.896166,0.101040,0.941874,0.058527,9.100000,5.425250,26.712352,1.973185
bRIME-XGBOOST,v1,0.035244,0.047132,0.964762,0.050155,0.035238,0.050155,0.971429,0.060234,0.957143,0.069007,0.962103,0.061479,0.931921,0.098514,0.965473,0.049787,3.500000,1.354006,14.456296,1.197896
bSADE-XGBOOST,v1,0.039587,0.035237,0.964762,0.037171,0.035238,0.037171,0.957143,0.069007,0.971429,0.060234,0.976389,0.049884,0.933697,0.069919,0.964374,0.037953,12.100000,4.863698,24.904762,1.589158
bSHADE-XGBOOST,v1,0.040848,0.058058,0.964286,0.060703,0.035714,0.060703,0.942857,0.099887,0.985714,0.045175,0.985714,0.045175,0.932567,0.114965,0.961355,0.065971,13.700000,3.591657,25.696323,1.029548
