Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.146364,2.092842,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.875000,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",39
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.090079,1.898258,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",44
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.156926,1.901862,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.897959,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",42
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.088564,1.886319,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",41
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.224784,1.878272,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.785714,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",42
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.088059,1.876074,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",40
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.090584,2.020762,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",45
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089069,1.931297,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",42
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.358478,1.886473,0.642857,0.357143,0.857143,0.857143,0.428571,0.600000,0.705882,0.316228,0.734694,"[[3,4],
 [1,6]]","[3, 4, 1, 6]","(2, 2)",38
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.224278,1.898638,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.802083,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",41
