Algorithm,Accuracy,Precision,Recall,F1,Specificity,ROC_AUC,NumFeatures,Time
bPSO-V1-RF-0_85,0.9710144927536232,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9743589743589743,0.9709401709401709,6,129.25871753692627
bPSO-V1-RF-0_90,0.9710144927536232,0.9375,1.0,0.967741935483871,0.9487179487179487,0.9641025641025641,5,139.62168550491333
bPSO-V1-RF-0_95,0.9855072463768116,1.0,0.967741935483871,0.9836065573770492,1.0,0.9817487266553481,6,127.82822060585022
bPSO-V1-RF-0_99,0.9855072463768116,1.0,0.967741935483871,0.9836065573770492,1.0,0.9821731748726654,6,129.69153881072998
