Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.042633,0.047151,0.957143,0.049943,0.042857,0.049943,0.973214,0.056626,0.940476,0.077152,0.950000,0.064550,0.917243,0.099096,0.959808,0.045609,3.800000,2.043961,15.446841,1.274645
bHHO-XGBOOST,xgboost,v1,0.049268,0.071489,0.950000,0.075668,0.050000,0.075668,0.971429,0.090351,0.928571,0.101015,0.936111,0.086662,0.905476,0.145307,0.951090,0.077349,3.500000,1.269296,25.340374,1.802669
bJADE-XGBOOST,xgboost,v1,0.034870,0.048303,0.971429,0.049943,0.028571,0.049943,0.971429,0.090351,0.971429,0.060234,0.975000,0.052705,0.947741,0.090328,0.970000,0.055444,15.300000,5.375872,26.176512,1.046319
bLRRIME-XGBOOST,xgboost,v1,0.042835,0.056884,0.957143,0.060234,0.042857,0.060234,0.971429,0.060234,0.942857,0.099887,0.950992,0.082595,0.919169,0.114036,0.958855,0.057219,4.200000,2.043961,20.446568,1.069915
bRIME-XGBOOST,xgboost,v1,0.028357,0.034342,0.971905,0.036297,0.028095,0.036297,0.971429,0.060234,0.969048,0.065494,0.977778,0.046849,0.946559,0.069053,0.972851,0.035565,3.300000,1.251666,14.525505,0.682278
bSADE-XGBOOST,xgboost,v1,0.041050,0.036185,0.964286,0.037646,0.035714,0.037646,0.957143,0.069007,0.969048,0.065494,0.976389,0.049884,0.932476,0.071194,0.964374,0.037953,14.100000,3.784471,26.522328,1.122606
bSHADE-XGBOOST,xgboost,v1,0.053563,0.046514,0.950476,0.047998,0.049524,0.047998,0.942857,0.073771,0.957143,0.069007,0.962103,0.061479,0.905126,0.094033,0.950088,0.048480,12.900000,5.404730,25.658486,1.156184
