Algorithm,Accuracy_Mean,Accuracy_Std,Accuracy_Best,Precision_Mean,Precision_Std,Precision_Best,Recall_Mean,Recall_Std,Recall_Best,F1_Mean,F1_Std,F1_Best,Specificity_Mean,Specificity_Std,Specificity_Best,ROC_AUC_Mean,ROC_AUC_Std,ROC_AUC_Best,NumFeatures_Mean,NumFeatures_Std,NumFeatures_Best,Time_Mean,Time_Std,Time_Best
bLRRIME-KNN,0.9361428571428573,0.060123844335952116,1.0,0.9342539682539683,0.07716709223029362,0.75,0.9485714285714286,0.0788562331335944,0.7142857142857143,0.9382407706672413,0.05914725533511679,1.0,0.9228571428571429,0.09385235237520306,0.6666666666666666,0.9315391156462585,0.07637694772098802,0.7083333333333334,3.03,1.5205992970609392,1,1.6930323910713196,0.12483810025402083,1.3510076999664307
bLRRIME-SVM,0.8857619047619049,0.07199389879756372,1.0,0.9098650793650793,0.094110860510257,0.7,0.8748214285714284,0.11354986658560158,0.5714285714285714,0.8852726603461898,0.07405463396224243,1.0,0.8966666666666667,0.11331659813142991,0.5714285714285714,0.8665221088435373,0.09225201506462923,0.5714285714285714,2.3,1.039619199903542,1,1.4775926876068115,0.12076304079023602,1.1510868072509766
bLRRIME-RF,0.8956666666666667,0.0680206589987158,1.0,0.9138968253968254,0.09120315616724867,0.6666666666666666,0.8898214285714284,0.09960416270932125,0.625,0.8962269266681033,0.06749495190015234,1.0,0.9009523809523811,0.11026891703465655,0.5714285714285714,0.9324829931972789,0.07591175665048489,0.7142857142857143,2.35,0.8087276451565163,1,82.73756482124328,5.508591378189285,68.1949770450592
bLRRIME-CART,0.9120476190476192,0.08345989152955402,1.0,0.9207727272727274,0.09783326393048643,0.625,0.9155357142857145,0.10761844304124706,0.5714285714285714,0.9135140103274779,0.0833521276993153,1.0,0.9078571428571428,0.12034668801698971,0.5,0.9116964285714289,0.08442248358065856,0.6428571428571428,3.99,2.3289786203701857,1,1.8517337512969971,0.22227073803659492,1.3469412326812744
bLRRIME-XGBOOST,0.961714285714286,0.04439246599770848,1.0,0.9616904761904762,0.05951003047185565,0.8,0.9676785714285714,0.06287611013514319,0.7142857142857143,0.9625499533146593,0.04414522971751265,1.0,0.955,0.07057328244366923,0.7142857142857143,0.9545535714285713,0.059097106803016705,0.7959183673469388,3.09,1.3565776904781497,1,17.339025483131408,1.5863496053114552,13.2754225730896
bLRRIME-MLP,0.875,0.0817740463911695,1.0,0.8993650793650794,0.10180022491713844,0.6,0.8639285714285714,0.10824290979135283,0.5714285714285714,0.8755826102002574,0.07993578081705947,1.0,0.885952380952381,0.12444682795078783,0.42857142857142855,0.905386904761905,0.0838779915035855,0.6530612244897959,5.33,6.5951543276909455,1,103.2382405757904,17.393436052779663,59.610737800598145
