Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.021212,1.968552,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",42
2,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.087554,1.934200,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",39
3,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.036364,1.974692,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",72
4,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.157937,1.902270,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",44
5,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.292641,1.897135,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.724490,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",42
6,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.022727,2.017398,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",45
7,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.357468,1.903095,0.642857,0.357143,0.571429,0.571429,0.714286,0.666667,0.615385,0.288675,0.775510,"[[5,2],
 [3,4]]","[5, 2, 3, 4]","(2, 2)",36
8,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.359993,1.916481,0.642857,0.357143,0.857143,0.857143,0.428571,0.600000,0.705882,0.316228,0.683673,"[[3,4],
 [1,6]]","[3, 4, 1, 6]","(2, 2)",41
9,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.088059,1.976688,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",40
10,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.225794,1.894232,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.750000,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",44
