Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.029365,0.034546,0.942857,0.056344,0.057143,0.056344,0.901786,0.117021,0.985714,0.045175,0.987500,0.039528,0.895481,0.101238,0.937949,0.064786,4.400000,1.505545,1.858215,0.189790
bLRRIME-KNN,knn,v1,0.056003,0.053027,0.942857,0.056344,0.057143,0.056344,0.958929,0.066310,0.926190,0.078125,0.935714,0.067972,0.888672,0.112822,0.945522,0.053339,3.400000,2.503331,1.686618,0.114097
bLRRIME-MLP,mlp,v1,0.071039,0.065266,0.878571,0.095535,0.121429,0.095535,0.858929,0.134805,0.897619,0.136568,0.910714,0.110969,0.767771,0.182739,0.875813,0.099008,6.300000,5.121849,103.055069,19.309531
bLRRIME-RF,rf,v1,0.042027,0.047640,0.865714,0.069400,0.134286,0.069400,0.833929,0.137820,0.895238,0.143385,0.916706,0.114145,0.752048,0.135572,0.861664,0.073967,2.600000,0.699206,84.636728,4.264187
bLRRIME-SVM,svm,v1,0.116620,0.090487,0.878571,0.095535,0.121429,0.095535,0.846429,0.121464,0.911905,0.101668,0.913690,0.100752,0.764099,0.190796,0.875348,0.096592,2.500000,0.971825,1.497818,0.106988
bLRRIME-XGBOOST,xgboost,v1,0.042179,0.047096,0.957143,0.049943,0.042857,0.049943,0.916071,0.098906,1.000000,0.000000,1.000000,0.000000,0.920946,0.090765,0.953590,0.056209,2.900000,1.286684,17.238759,1.525275
