Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.028458,0.033834,0.971905,0.036297,0.028095,0.036297,0.944643,0.071651,1.000000,0.000000,1.000000,0.000000,0.947308,0.068075,0.970256,0.038513,3.500000,1.649916,14.664976,1.069004
bHHO-XGBOOST,xgboost,v1,0.089881,0.078396,0.907143,0.082822,0.092857,0.082822,0.930357,0.099762,0.883333,0.132066,0.903770,0.107856,0.823604,0.159412,0.911548,0.079458,3.300000,1.059350,24.752066,2.120421
bJADE-XGBOOST,xgboost,v1,0.040646,0.047342,0.964286,0.050508,0.035714,0.050508,0.971429,0.060234,0.957143,0.096421,0.965278,0.076704,0.934343,0.091641,0.965449,0.047100,13.300000,3.831159,26.364382,1.749481
bLRRIME-XGBOOST,xgboost,v1,0.036050,0.048225,0.964286,0.050508,0.035714,0.050508,0.958929,0.066310,0.971429,0.060234,0.973214,0.056626,0.931236,0.098992,0.964689,0.050272,4.200000,1.398412,20.715010,1.187150
bPSO-XGBOOST,xgboost,v1,0.051846,0.072068,0.950476,0.075533,0.049524,0.075533,0.944643,0.098331,0.957143,0.096421,0.961111,0.083024,0.906373,0.145063,0.950064,0.077678,9.500000,4.972145,27.513830,2.383053
bRIME-XGBOOST,xgboost,v1,0.015440,0.028315,0.985714,0.030117,0.014286,0.030117,1.000000,0.000000,0.971429,0.060234,0.975000,0.052705,0.973205,0.056489,0.986667,0.028109,3.700000,2.359378,14.455944,1.182963
bSADE-XGBOOST,xgboost,v1,0.060599,0.063681,0.942857,0.065638,0.057143,0.065638,0.944643,0.071651,0.942857,0.099887,0.950000,0.087401,0.890748,0.128676,0.944615,0.061908,12.500000,5.233439,25.433278,1.925955
bSHADE-XGBOOST,xgboost,v1,0.039587,0.035543,0.964762,0.037171,0.035238,0.037171,0.958929,0.066310,0.969048,0.065494,0.976389,0.049884,0.933374,0.070314,0.965400,0.036835,12.100000,4.581363,25.648196,1.066213
