Algorithm,Classifier,TransferFunction,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-XGBOOST,xgboost,v1,0.154846,0.135224,0.124986,0.119090,0.114783,0.109113,0.098981,0.092250,0.085324,0.080424,0.078279,0.074164,0.069315,0.066547,0.063196,0.058488,0.053861,0.049923,0.048779,0.046907,0.045201,0.041415,0.041006,0.039350,0.037615,0.036076,0.035074,0.033555,0.032694,0.032472,0.032255,0.032109,0.031289,0.031127,0.031011,0.030955,0.030869,0.030768,0.030738,0.030703,0.030647,0.030607,0.030561,0.030541,0.030526,0.030521,0.030516,0.030511,0.030491,0.030491
bRIME-XGBOOST,xgboost,v1,0.158001,0.135493,0.116840,0.102955,0.092502,0.086206,0.078569,0.067708,0.063891,0.060702,0.056221,0.053381,0.051811,0.050247,0.048095,0.045259,0.043791,0.042358,0.041639,0.041573,0.040865,0.040865,0.040844,0.040794,0.040728,0.040045,0.039401,0.039371,0.039346,0.039300,0.039295,0.039280,0.039260,0.039255,0.039255,0.039255,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250,0.039250
bHHO-XGBOOST,xgboost,v1,0.137147,0.112953,0.102621,0.093863,0.087689,0.082333,0.077675,0.076065,0.073696,0.072669,0.070543,0.069049,0.068983,0.066897,0.065686,0.065540,0.064841,0.064122,0.063398,0.063358,0.063358,0.063333,0.063317,0.063307,0.063292,0.063257,0.063237,0.063237,0.063226,0.063226,0.063226,0.063226,0.063226,0.063226,0.063226,0.063226,0.063221,0.063221,0.063216,0.062533,0.062533,0.062533,0.062533,0.062533,0.062533,0.062533,0.062528,0.062528,0.062528,0.062528
bPSO-XGBOOST,xgboost,v1,0.148303,0.133384,0.126527,0.118121,0.112846,0.109460,0.106616,0.100864,0.097973,0.092541,0.091301,0.090108,0.088407,0.086033,0.083873,0.081398,0.080098,0.077522,0.074515,0.072723,0.071600,0.069955,0.069379,0.067664,0.067234,0.066866,0.064567,0.063480,0.061080,0.058771,0.056538,0.054893,0.053816,0.051512,0.051265,0.049711,0.049519,0.049433,0.049291,0.048492,0.048259,0.047404,0.047222,0.047071,0.046200,0.044717,0.043897,0.042449,0.041674,0.040798
bGWO-XGBOOST,xgboost,v1,0.155483,0.138100,0.126016,0.112912,0.103347,0.095430,0.085304,0.079877,0.074546,0.067924,0.065098,0.061473,0.057898,0.056364,0.054106,0.051949,0.049772,0.049007,0.047635,0.046182,0.045523,0.044196,0.044151,0.044110,0.042788,0.042753,0.042074,0.041396,0.041386,0.041381,0.041340,0.041340,0.039978,0.039973,0.039968,0.039968,0.039968,0.039289,0.039289,0.039289,0.039279,0.039279,0.039279,0.039279,0.039279,0.039274,0.039274,0.039274,0.039274,0.039274
bJADE-XGBOOST,xgboost,v1,0.153907,0.137448,0.129464,0.121658,0.115684,0.110136,0.106298,0.104537,0.102770,0.099004,0.096022,0.093060,0.088630,0.083738,0.079977,0.077794,0.077527,0.077214,0.075077,0.071401,0.071229,0.069609,0.069337,0.068416,0.067550,0.066639,0.065789,0.064943,0.063500,0.059976,0.059126,0.057713,0.057592,0.056782,0.055987,0.055871,0.055097,0.054272,0.053522,0.052099,0.050747,0.049927,0.049178,0.048338,0.048277,0.047497,0.046065,0.045883,0.045706,0.044283
bSADE-XGBOOST,xgboost,v1,0.152947,0.140892,0.132125,0.125756,0.119119,0.112928,0.108654,0.104751,0.099309,0.094667,0.089903,0.088710,0.087044,0.086012,0.082503,0.081476,0.078443,0.076894,0.076561,0.074298,0.073955,0.072325,0.071181,0.069014,0.067399,0.066042,0.064573,0.063759,0.062954,0.062108,0.058488,0.056422,0.055673,0.054265,0.053480,0.053405,0.053253,0.051845,0.050115,0.049330,0.046610,0.046524,0.046343,0.046262,0.046181,0.046050,0.045270,0.044455,0.044309,0.042866
bSHADE-XGBOOST,xgboost,v1,0.159024,0.144505,0.135910,0.131055,0.124059,0.116869,0.111093,0.104819,0.101852,0.097803,0.092740,0.090244,0.087192,0.084169,0.080513,0.078134,0.075856,0.073076,0.071603,0.070783,0.067982,0.065795,0.064302,0.063512,0.062571,0.061143,0.060318,0.059523,0.059265,0.057088,0.056891,0.055317,0.053230,0.052456,0.051616,0.051409,0.051282,0.050392,0.049597,0.049445,0.048681,0.048534,0.048368,0.046819,0.044742,0.043234,0.041851,0.041816,0.041062,0.040246
