Algorithm,Classifier,TransferFunction,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-KNN,knn,v1,0.187229,0.171725,0.154247,0.139224,0.129152,0.120449,0.116223,0.109905,0.101187,0.092539,0.086189,0.081825,0.080818,0.078656,0.076519,0.074970,0.072341,0.070184,0.068782,0.068660,0.068605,0.068534,0.067182,0.067167,0.065779,0.065764,0.065050,0.064336,0.064321,0.064316,0.064316,0.064286,0.064286,0.064276,0.064276,0.064251,0.064240,0.064235,0.064235,0.063547,0.063547,0.063547,0.063547,0.063547,0.063547,0.063547,0.062873,0.062873,0.062868,0.062195
