Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.035444,0.048143,0.964286,0.050508,0.035714,0.050508,0.985714,0.045175,0.940476,0.077152,0.949603,0.065494,0.930700,0.099399,0.966499,0.048915,3.000000,0.942809,14.584858,1.168687
bHHO-XGBOOST,xgboost,v1,0.042383,0.046773,0.957619,0.049663,0.042381,0.049663,0.985714,0.045175,0.926190,0.078125,0.938492,0.065419,0.917987,0.097665,0.960616,0.047966,4.200000,1.813529,25.665403,2.037421
bJADE-XGBOOST,xgboost,v1,0.048090,0.033613,0.957619,0.036504,0.042381,0.036504,0.971429,0.060234,0.940476,0.077152,0.952778,0.061139,0.919764,0.069117,0.959517,0.035363,15.500000,5.835714,26.271477,1.187325
bLRRIME-XGBOOST,xgboost,v1,0.042835,0.047514,0.957143,0.049943,0.042857,0.049943,0.971429,0.060234,0.942857,0.099887,0.952778,0.080508,0.920946,0.090765,0.958782,0.046379,4.200000,1.229273,20.114958,1.878481
bPSO-XGBOOST,xgboost,v1,0.045411,0.047763,0.957143,0.049943,0.042857,0.049943,0.957143,0.069007,0.954762,0.073128,0.962103,0.061479,0.917302,0.098040,0.957781,0.049802,9.300000,4.762119,25.806215,2.936233
bRIME-XGBOOST,xgboost,v1,0.054646,0.066837,0.944286,0.070454,0.055714,0.070454,0.933929,0.123732,0.954762,0.073128,0.962103,0.061479,0.896844,0.126999,0.942396,0.077676,3.400000,1.505545,14.493826,0.888384
bSADE-XGBOOST,xgboost,v1,0.059692,0.054245,0.943333,0.056229,0.056667,0.056229,0.928571,0.101015,0.957143,0.069007,0.962103,0.061479,0.893059,0.106522,0.941114,0.060781,11.600000,3.687818,25.706390,1.509803
bSHADE-XGBOOST,xgboost,v1,0.048442,0.036294,0.957143,0.036886,0.042857,0.036886,0.957143,0.069007,0.954762,0.073128,0.963889,0.058267,0.919079,0.069665,0.957707,0.036839,15.300000,6.766749,25.910111,1.046875
