Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-XGBOOST,xgboost,v1,0.035747,0.047905,0.964286,0.050508,0.035714,0.050508,0.973214,0.056626,0.957143,0.096421,0.965278,0.076704,0.934343,0.091641,0.966474,0.046178,3.600000,0.843274,15.332018,1.088514
XGBOOST,Conv_xgboost,v1,0.000000,0.000000,0.687143,0.128209,0.312857,0.128209,0.682143,0.198635,0.697619,0.154731,0.702540,0.116712,0.387689,0.247612,0.680780,0.146471,99.000000,0.000000,0.000042,0.000017
