Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.026263,1.902428,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",52
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.155411,1.916844,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.877551,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",39
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.294661,2.014734,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.663265,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",46
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.291126,1.895046,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.755102,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",39
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.155916,1.867470,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",40
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.227814,1.882059,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.765306,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",48
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.020707,1.899054,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",41
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.226299,1.964896,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.673469,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",45
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.019192,1.900365,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",38
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.159452,1.921988,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.833333,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",47
