Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.146869,1.910011,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.848214,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",40
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.160967,1.983455,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.826531,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",50
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.020202,1.944690,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",40
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.291126,2.052419,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.673469,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",39
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.023232,1.878736,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",46
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.225289,1.921117,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.734694,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",43
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.019192,1.933502,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",38
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.089069,1.875768,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.877551,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",42
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.158947,2.004412,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.755102,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",46
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.157431,1.886577,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.833333,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",43
