Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.022377,0.032548,0.921905,0.062621,0.078095,0.062621,0.917857,0.097880,0.928571,0.075292,0.931548,0.073184,0.849676,0.124572,0.921612,0.066962,4.000000,0.942809,1.837499,0.135665
bLRRIME-KNN,knn,v1,0.055601,0.042791,0.943333,0.045033,0.056667,0.045033,0.958929,0.066310,0.928571,0.101015,0.941667,0.080932,0.894835,0.081755,0.946233,0.041290,3.500000,1.509231,1.716379,0.109676
bLRRIME-MLP,mlp,v1,0.063094,0.059464,0.871905,0.074195,0.128095,0.074195,0.871429,0.105409,0.869048,0.106035,0.881746,0.096874,0.751146,0.150338,0.872439,0.076942,4.900000,2.923088,106.515188,15.733971
bLRRIME-RF,rf,v1,0.035191,0.047785,0.907619,0.048469,0.092381,0.048469,0.903571,0.066921,0.911905,0.076166,0.919643,0.069544,0.819029,0.099936,0.909258,0.046758,2.500000,0.707107,83.306556,4.450828
bLRRIME-SVM,svm,v1,0.108778,0.064959,0.886667,0.068633,0.113333,0.068633,0.832143,0.091906,0.940476,0.077152,0.941667,0.076578,0.780463,0.136935,0.881410,0.073462,2.200000,0.918937,1.455033,0.096908
bLRRIME-XGBOOST,xgboost,v1,0.021420,0.031967,0.979048,0.033761,0.020952,0.033761,0.973214,0.056626,0.985714,0.045175,0.987500,0.039528,0.960705,0.063318,0.978974,0.033969,3.000000,1.054093,17.596116,1.110502
