Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.149899,1.925996,0.866667,0.133333,1.000000,1.000000,0.714286,0.800000,0.888889,0.755929,0.901786,"[[5,2],
 [0,8]]","[5, 2, 0, 8]","(2, 2)",46
2,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.031313,1.920963,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",62
3,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.292136,1.909921,0.714286,0.285714,0.571429,0.571429,0.857143,0.800000,0.666667,0.447214,0.714286,"[[6,1],
 [3,4]]","[6, 1, 3, 4]","(2, 2)",41
4,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.031818,1.930776,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",63
5,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.093110,1.938551,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",50
6,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.023737,1.906968,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",47
7,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.360498,1.927884,0.642857,0.357143,0.714286,0.714286,0.571429,0.625000,0.666667,0.288675,0.714286,"[[4,3],
 [2,5]]","[4, 3, 2, 5]","(2, 2)",42
8,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.224784,1.933117,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.806122,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",42
9,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.297186,1.979519,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.530612,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",51
10,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.227814,1.894315,0.785714,0.214286,0.750000,0.750000,0.833333,0.857143,0.800000,0.577350,0.760417,"[[5,1],
 [2,6]]","[5, 1, 2, 6]","(2, 2)",48
