Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.015493,0.027556,0.986190,0.029135,0.013810,0.029135,1.000000,0.000000,0.971429,0.060234,0.976389,0.049884,0.973890,0.055069,0.987451,0.026520,4.700000,3.164034,15.413865,2.114601
bHHO-XGBOOST,xgboost,v1,0.063041,0.067193,0.935714,0.071031,0.064286,0.071031,0.930357,0.099762,0.940476,0.077152,0.946429,0.069416,0.874829,0.139224,0.935595,0.072406,3.900000,1.197219,25.908713,2.047330
bJADE-XGBOOST,xgboost,v1,0.035123,0.035694,0.971429,0.036886,0.028571,0.036886,0.971429,0.060234,0.971429,0.060234,0.975000,0.052705,0.946410,0.069184,0.971282,0.037232,15.800000,6.142746,26.577899,0.715728
bLRRIME-XGBOOST,xgboost,v1,0.035747,0.035985,0.964286,0.037646,0.035714,0.037646,1.000000,0.000000,0.926190,0.078125,0.938889,0.064550,0.932476,0.071194,0.967451,0.034389,3.600000,1.577621,20.445724,2.762396
bRIME-XGBOOST,xgboost,v1,0.048563,0.032616,0.950476,0.034206,0.049524,0.034206,0.958929,0.066310,0.940476,0.077152,0.951389,0.062885,0.906579,0.064559,0.952066,0.033493,3.000000,0.942809,14.439021,0.907842
bSADE-XGBOOST,xgboost,v1,0.039484,0.035503,0.964286,0.037646,0.035714,0.037646,0.971429,0.060234,0.957143,0.069007,0.962500,0.060381,0.933013,0.070611,0.964615,0.037486,11.000000,4.082483,25.591312,1.198978
bSHADE-XGBOOST,xgboost,v1,0.073110,0.064911,0.928571,0.067344,0.071429,0.067344,0.944643,0.071651,0.914286,0.153567,0.935278,0.112110,0.870794,0.116779,0.933443,0.056871,10.400000,4.948625,25.774079,1.291766
