Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.035797,0.047945,0.964286,0.050508,0.035714,0.050508,0.971429,0.060234,0.954762,0.073128,0.962103,0.061479,0.930700,0.099399,0.965473,0.049787,3.700000,0.948683,15.011707,0.989789
bHHO-XGBOOST,xgboost,v1,0.042280,0.057119,0.957143,0.060234,0.042857,0.060234,0.958929,0.066310,0.954762,0.073128,0.960714,0.063442,0.915467,0.120712,0.958855,0.057219,3.100000,1.197219,24.838978,1.884694
bJADE-XGBOOST,xgboost,v1,0.035022,0.048026,0.971429,0.049943,0.028571,0.049943,0.971429,0.060234,0.971429,0.060234,0.973214,0.056626,0.944634,0.098250,0.971355,0.050072,15.600000,7.058486,26.016744,1.718722
bLRRIME-XGBOOST,xgboost,v1,0.022481,0.031543,0.979048,0.033761,0.020952,0.033761,0.958929,0.066310,1.000000,0.000000,1.000000,0.000000,0.960705,0.063318,0.977949,0.035615,5.100000,4.677369,20.623815,2.622053
bRIME-XGBOOST,xgboost,v1,0.042734,0.035152,0.957143,0.036886,0.042857,0.036886,0.971429,0.060234,0.940476,0.077152,0.951389,0.062885,0.919079,0.069665,0.958733,0.035898,4.000000,0.816497,15.130135,0.886075
bSADE-XGBOOST,xgboost,v1,0.040850,0.047048,0.964762,0.050155,0.035238,0.050155,0.985714,0.045175,0.942857,0.099887,0.954167,0.079125,0.935028,0.091098,0.967259,0.045615,14.600000,3.627059,25.992672,1.142870
bSHADE-XGBOOST,xgboost,v1,0.039587,0.048062,0.964762,0.050155,0.035238,0.050155,0.971429,0.060234,0.957143,0.069007,0.962103,0.061479,0.931921,0.098514,0.965473,0.049787,12.100000,3.634709,26.322707,0.801213
