Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.086061,1.899561,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.955357,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",45
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089574,1.902062,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",43
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.087049,1.891030,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",38
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.092605,1.901435,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.979592,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",49
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.160462,1.901241,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",49
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.291631,1.894432,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.653061,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",40
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.225289,1.955821,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.857143,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",43
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.158442,1.899632,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.795918,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",45
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.231854,1.983113,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.714286,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",56
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.089574,2.012156,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.958333,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",43
