Algorithm,Accuracy (Mean±Std),Precision (Mean±Std),Recall (Mean±Std),F1 (Mean±Std),Specificity (Mean±Std),ROC_AUC (Mean±Std)
bLRRIME-KNN,0.8990±0.0857,0.8969±0.1005,0.9177±0.0982,0.9031±0.0818,0.8788±0.1253,0.8936±0.0964
