Algorithm,Accuracy_Mean,Accuracy_Std,Accuracy_Best,Precision_Mean,Precision_Std,Precision_Best,Recall_Mean,Recall_Std,Recall_Best,F1_Mean,F1_Std,F1_Best,Specificity_Mean,Specificity_Std,Specificity_Best,ROC_AUC_Mean,ROC_AUC_Std,ROC_AUC_Best,NumFeatures_Mean,NumFeatures_Std,NumFeatures_Best,Time_Mean,Time_Std,Time_Best
bLRRIME-KNN,0.8989642857142858,0.08567191988603026,1.0,0.8969376352813854,0.10050341606547468,0.6,0.9177455357142857,0.09817205411213624,0.5714285714285714,0.9031436796455179,0.08180468915810647,1.0,0.8788095238095238,0.1253035331729766,0.42857142857142855,0.8936213860544219,0.09639670822401207,0.5306122448979591,24.19875,21.772443536715148,1,1.7731646850705147,0.1797956444823984,1.176964521408081
