Algorithm,Fold,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-XGBOOST,1,0.148889,0.145859,0.144848,0.144848,0.143838,0.142828,0.139798,0.139798,0.080000,0.080000,0.080000,0.078990,0.077475,0.077475,0.075960,0.070404,0.070404,0.070404,0.070404,0.008586,0.008081,0.008081,0.007576,0.007576,0.007071,0.007071,0.006566,0.006061,0.005051,0.005051,0.005051,0.005051,0.004040,0.004040,0.004040,0.004040,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535
bLRRIME-XGBOOST,2,0.086544,0.086544,0.086544,0.085534,0.085534,0.083009,0.082504,0.077958,0.009596,0.009596,0.009596,0.009596,0.007071,0.006061,0.006061,0.006061,0.005051,0.004545,0.004545,0.004040,0.003030,0.003030,0.001515,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bLRRIME-XGBOOST,3,0.154906,0.152381,0.152381,0.147835,0.146320,0.078463,0.078463,0.074928,0.074928,0.073413,0.072403,0.071898,0.070382,0.070382,0.070382,0.070382,0.070382,0.069877,0.069372,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867
bLRRIME-XGBOOST,4,0.157937,0.150866,0.150866,0.150866,0.150866,0.150866,0.147330,0.079978,0.078463,0.078463,0.078463,0.078463,0.011111,0.007071,0.007071,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.003030,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-XGBOOST,5,0.157431,0.154906,0.154906,0.087049,0.087049,0.087049,0.087049,0.079978,0.079978,0.079978,0.010606,0.010606,0.010606,0.010606,0.010606,0.010606,0.008081,0.008081,0.006566,0.006566,0.006061,0.004545,0.004040,0.004040,0.003535,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525
bLRRIME-XGBOOST,6,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.089574,0.083514,0.083514,0.083514,0.083514,0.083514,0.083514,0.083514,0.083514,0.083514,0.083514,0.080988,0.080988,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.013131,0.009596,0.007576,0.007576,0.007576,0.006566,0.005051,0.005051
bLRRIME-XGBOOST,7,0.154906,0.090079,0.089574,0.089574,0.081999,0.081999,0.081999,0.080988,0.080988,0.080988,0.078463,0.076948,0.076948,0.074423,0.074423,0.072908,0.072908,0.071898,0.071898,0.070887,0.070887,0.070887,0.069877,0.069877,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867
bLRRIME-XGBOOST,8,0.295166,0.224278,0.221753,0.155916,0.153391,0.153391,0.153391,0.153391,0.153391,0.151371,0.151371,0.149856,0.082504,0.082504,0.082504,0.082504,0.077958,0.077958,0.077958,0.077958,0.075938,0.075938,0.075938,0.073918,0.072403,0.072403,0.072403,0.072403,0.072403,0.072403,0.071392,0.071392,0.071392,0.071392,0.071392,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382
bLRRIME-XGBOOST,9,0.292136,0.292136,0.289610,0.289610,0.289610,0.286580,0.151371,0.151371,0.151371,0.151371,0.079978,0.079978,0.079978,0.079978,0.079978,0.077453,0.075938,0.075938,0.075938,0.074423,0.074423,0.074423,0.073918,0.073918,0.073918,0.072908,0.072908,0.072403,0.072403,0.072403,0.071392,0.071392,0.071392,0.071392,0.071392,0.070887,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382
bLRRIME-XGBOOST,10,0.154906,0.154906,0.087049,0.087049,0.087049,0.087049,0.087049,0.082504,0.082504,0.082504,0.079473,0.016667,0.011616,0.011616,0.011111,0.011111,0.009596,0.007071,0.007071,0.007071,0.005556,0.005556,0.005556,0.005556,0.004040,0.004040,0.004040,0.003535,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515
