Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.024242,1.920740,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",48
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.158947,1.953413,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.897959,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",46
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.292136,1.885461,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.632653,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",41
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.291631,2.055306,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.795918,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",40
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.160967,1.875768,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.887755,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",50
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.225289,1.887726,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.765306,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",43
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.020707,1.883214,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",41
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.227814,1.873332,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.683673,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",48
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.022727,1.878928,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",45
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.158442,1.887743,0.857143,0.142857,1.000000,1.000000,0.666667,0.800000,0.888889,0.730297,0.833333,"[[4,2],
 [0,8]]","[4, 2, 0, 8]","(2, 2)",45
