Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-XGBOOST,xgboost,v1,0.035949,0.035451,0.964286,0.037646,0.035714,0.037646,0.971429,0.060234,0.954762,0.073128,0.963889,0.058267,0.932476,0.071194,0.965400,0.036835,4.000000,1.490712,15.559946,1.066910
XGBOOST,Conv_xgboost,v1,0.000000,0.000000,0.715714,0.107634,0.284286,0.107634,0.707143,0.143649,0.726190,0.155219,0.741468,0.150221,0.443425,0.225650,0.714733,0.112740,99.000000,0.000000,0.000027,0.000007
