Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.145859,2.035574,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.821429,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",38
2,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.090079,1.970089,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.948980,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",44
3,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.158442,1.920470,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.806122,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",45
4,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.090079,1.915890,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",44
5,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.227309,1.926271,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.795918,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",47
6,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.087554,1.978676,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",39
7,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.099170,1.911726,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.959184,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",62
8,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.089069,1.890140,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",42
9,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.297186,1.894483,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.734694,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",51
10,bLRRIME-KNN,knn,PulmonaryHypertension,s1,0.225289,1.918185,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.729167,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",43
