Algorithm,Fold,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-XGBOOST,1,0.211212,0.209697,0.208182,0.205152,0.202626,0.141313,0.076970,0.073939,0.073939,0.073434,0.072424,0.071919,0.069899,0.068384,0.067374,0.066869,0.066869,0.066869,0.066364,0.065354,0.065354,0.064848,0.064848,0.064848,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838,0.063838
bLRRIME-XGBOOST,2,0.091595,0.091595,0.087049,0.087049,0.087049,0.084524,0.084524,0.083009,0.081999,0.081999,0.081999,0.013636,0.013636,0.013636,0.013636,0.011616,0.011616,0.011616,0.011616,0.011616,0.011616,0.010606,0.010606,0.010606,0.010606,0.010101,0.010101,0.009596,0.009596,0.009091,0.009091,0.009091,0.007071,0.006566,0.004545,0.004545,0.004040,0.004040,0.004040,0.003535,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030
bLRRIME-XGBOOST,3,0.092100,0.086544,0.086544,0.084524,0.081494,0.079978,0.079978,0.079978,0.079978,0.078463,0.077453,0.009091,0.009091,0.007576,0.005051,0.004545,0.004545,0.004545,0.004040,0.004040,0.004040,0.004040,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bLRRIME-XGBOOST,4,0.226804,0.223773,0.222763,0.222763,0.221248,0.220743,0.220743,0.150866,0.150866,0.150866,0.150866,0.149856,0.147330,0.147330,0.146825,0.145310,0.145310,0.145310,0.145310,0.145310,0.145310,0.076443,0.076443,0.076443,0.076443,0.009596,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.007576,0.006566,0.006566,0.006566,0.006566,0.006061,0.006061,0.006061,0.006061,0.006061,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556
bLRRIME-XGBOOST,5,0.088059,0.085534,0.018182,0.018182,0.016162,0.016162,0.012626,0.012626,0.012121,0.012121,0.011111,0.010606,0.009596,0.009091,0.006566,0.006566,0.004545,0.004545,0.004545,0.004545,0.003535,0.003030,0.002525,0.001515,0.001515,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bLRRIME-XGBOOST,6,0.222258,0.160462,0.154401,0.154401,0.150361,0.149856,0.149351,0.147330,0.081494,0.081494,0.081494,0.081494,0.081494,0.081494,0.077453,0.077453,0.077453,0.077453,0.077453,0.077453,0.077453,0.077453,0.076443,0.076443,0.073413,0.073413,0.073413,0.073413,0.071898,0.071898,0.070382,0.069372,0.069372,0.069372,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867
bLRRIME-XGBOOST,7,0.158442,0.152886,0.152886,0.152886,0.151876,0.147330,0.146320,0.144805,0.077958,0.077958,0.011111,0.010606,0.008081,0.007576,0.007576,0.007576,0.005556,0.005556,0.005556,0.005556,0.004545,0.004545,0.004040,0.003535,0.003030,0.003030,0.003030,0.003030,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-XGBOOST,8,0.226804,0.225289,0.225289,0.225289,0.221248,0.221248,0.221248,0.217713,0.217208,0.216703,0.214683,0.212662,0.212157,0.212157,0.212157,0.142280,0.141775,0.141775,0.140765,0.140765,0.140765,0.139250,0.139250,0.139250,0.139250,0.139250,0.138240,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734,0.137734
bLRRIME-XGBOOST,9,0.021717,0.021717,0.019697,0.019697,0.019697,0.017172,0.014646,0.012626,0.012626,0.012626,0.011616,0.011111,0.008081,0.006566,0.006566,0.006566,0.006566,0.006061,0.005051,0.005051,0.004545,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515
bLRRIME-XGBOOST,10,0.155916,0.083514,0.083514,0.083514,0.083514,0.082504,0.081999,0.081999,0.081999,0.011111,0.011111,0.011111,0.008586,0.008586,0.008586,0.008081,0.008081,0.008081,0.008081,0.008081,0.008081,0.007576,0.006566,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.005051,0.004545,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525
bRIME-XGBOOST,1,0.215253,0.137778,0.009091,0.009091,0.009091,0.007576,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.002525,0.002525,0.002020,0.002020,0.002020,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bRIME-XGBOOST,2,0.151876,0.149351,0.075433,0.075433,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898
bRIME-XGBOOST,3,0.024747,0.010101,0.007576,0.006061,0.005051,0.003535,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bRIME-XGBOOST,4,0.159452,0.159452,0.159452,0.159452,0.159452,0.159452,0.139250,0.138745,0.138745,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.073413,0.071392,0.070887,0.069877,0.069877,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372
bRIME-XGBOOST,5,0.156421,0.156421,0.150866,0.076948,0.076948,0.075433,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.069877,0.069877,0.069877,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867,0.068867
bRIME-XGBOOST,6,0.084019,0.084019,0.009091,0.009091,0.009091,0.009091,0.009091,0.009091,0.007071,0.007071,0.004545,0.004545,0.004545,0.004545,0.004545,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.004040,0.002525,0.002525,0.002525,0.002525,0.002525,0.001515,0.001515,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bRIME-XGBOOST,7,0.088059,0.077958,0.006566,0.003030,0.003030,0.003030,0.002020,0.002020,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bRIME-XGBOOST,8,0.221753,0.217208,0.212157,0.208622,0.139755,0.139755,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372
bRIME-XGBOOST,9,0.087554,0.087554,0.077453,0.076948,0.075433,0.072908,0.009596,0.009596,0.005556,0.003030,0.003030,0.001515,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
