Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.041979,0.046668,0.915238,0.064781,0.084762,0.064781,0.903571,0.111740,0.926190,0.103144,0.937500,0.085679,0.841123,0.123863,0.914511,0.068200,3.400000,1.505545,1.791594,0.175053
bLRRIME-KNN,knn,v1,0.055098,0.068770,0.943810,0.072594,0.056190,0.072594,0.957143,0.096421,0.923810,0.131277,0.945714,0.088781,0.894587,0.136491,0.946825,0.070397,3.400000,2.270585,1.688685,0.185896
bLRRIME-MLP,mlp,v1,0.062490,0.048366,0.887143,0.057715,0.112857,0.057715,0.850000,0.096421,0.926190,0.078125,0.932143,0.071824,0.784029,0.115809,0.884945,0.056142,4.600000,2.412928,107.971846,16.862102
bLRRIME-RF,rf,v1,0.028004,0.046844,0.908095,0.057977,0.091905,0.057977,0.905357,0.088308,0.914286,0.099887,0.924206,0.084329,0.825415,0.111257,0.910092,0.055696,2.600000,0.699206,84.120396,5.167102
bLRRIME-SVM,svm,v1,0.108426,0.063692,0.887143,0.066820,0.112857,0.066820,0.889286,0.089405,0.883333,0.113606,0.899603,0.092740,0.780953,0.134196,0.890247,0.064801,2.400000,1.505545,1.485494,0.080687
bLRRIME-XGBOOST,xgboost,v1,0.027804,0.044834,0.972381,0.047556,0.027619,0.047556,1.000000,0.000000,0.942857,0.099887,0.955000,0.075277,0.948798,0.087720,0.975556,0.041176,3.100000,1.286684,16.970778,1.431425
