Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.276566,1.888235,0.733333,0.266667,0.875000,0.875000,0.571429,0.700000,0.777778,0.472456,0.687500,"[[4,3],
 [1,7]]","[4, 3, 1, 7]","(2, 2)",46
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.089069,1.880035,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",42
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.088059,1.945603,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.948980,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",40
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.158947,1.885434,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",46
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.224278,1.876495,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.816327,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",41
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.094625,1.981818,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",53
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.223773,1.886450,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.693878,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",40
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.160462,1.881592,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.755102,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",49
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.163492,1.938457,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.857143,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",55
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.090079,1.943760,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.947917,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",44
