Algorithm,Classifier,TransferFunction,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-KNN,knn,s2,0.194548,0.192537,0.187127,0.186443,0.183308,0.181444,0.177665,0.174976,0.172870,0.171659,0.170930,0.168909,0.168099,0.167375,0.167300,0.167239,0.167113,0.165771,0.165022,0.164910,0.163558,0.162125,0.161416,0.161351,0.161260,0.159837,0.159711,0.159584,0.159544,0.159483,0.158835,0.158815,0.158613,0.158552,0.158405,0.157692,0.157008,0.156952,0.156872,0.156264,0.155666,0.155656,0.155590,0.155529,0.154886,0.154886,0.154273,0.153625,0.153615,0.153615
