Fold,Algorithm,Classifier,Dataset,TransferFunction,Alpha,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures,BestSolution,Convergence,Run
1,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.09694616977225673,112.92499685287476,0.8985507246376812,0.10144927536231885,0.9666666666666667,0.9666666666666667,0.8461538461538461,0.8285714285714286,0.8923076923076924,0.8059611453467606,0.9064102564102564,"[[33,6],
 [1,29]]","[33, 6, 1, 29]","(2, 2)",1,[0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.1060559  0.1060559  0.1060559  0.1060559
 0.1060559  0.1060559  0.09694617 0.09694617 0.09694617 0.09694617
 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617
 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617
 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617 0.09694617
 0.09694617 0.09694617]",1
2,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.14301242236024847,108.24643206596375,0.8695652173913043,0.13043478260869568,0.8666666666666667,0.8666666666666667,0.8717948717948718,0.8387096774193549,0.8524590163934426,0.7359497572439373,0.8696581196581197,"[[34,5],
 [4,26]]","[34, 5, 4, 26]","(2, 2)",3,[0 0 0 1 0 0 0 1 0 1 0 0 0 0],"[0.18907867 0.18907867 0.18907867 0.18907867 0.18907867 0.18907867
 0.17996894 0.17996894 0.16604555 0.16604555 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242]",1
3,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.10284679089026919,123.97079014778137,0.8985507246376812,0.10144927536231885,0.8333333333333334,0.8333333333333334,0.9487179487179487,0.9259259259259259,0.8771929824561403,0.7943678079791173,0.9623931623931624,"[[37,2],
 [5,25]]","[37, 2, 5, 25]","(2, 2)",5,[0 0 0 1 1 1 0 1 0 0 0 0 1 0],"[0.1365942  0.1365942  0.1365942  0.12427536 0.12427536 0.12427536
 0.12427536 0.12427536 0.12427536 0.12427536 0.12427536 0.11356108
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.10284679 0.10284679]",1
4,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.12908902691511387,122.93119621276855,0.8985507246376812,0.10144927536231885,0.9032258064516129,0.9032258064516129,0.8947368421052632,0.875,0.8888888888888888,0.7959382157428756,0.911290322580645,"[[34,4],
 [3,28]]","[34, 4, 3, 28]","(2, 2)",4,[0 0 0 0 0 0 1 1 1 0 0 0 1 0],"[0.15372671 0.15212215 0.15212215 0.14140787 0.14140787 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903]",1
5,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.11677018633540379,124.33868503570557,0.8840579710144928,0.1159420289855072,0.967741935483871,0.967741935483871,0.8157894736842105,0.8108108108108109,0.8823529411764706,0.7815435884368874,0.9286926994906621,"[[31,7],
 [1,30]]","[31, 7, 1, 30]","(2, 2)",4,[0 0 1 0 0 0 0 1 1 0 0 0 1 0],"[0.17675983 0.16283644 0.16283644 0.16123188 0.16123188 0.16123188
 0.16123188 0.16123188 0.16123188 0.14301242 0.13069358 0.13069358
 0.13069358 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019 0.11677019
 0.11677019 0.11677019]",1
6,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.11997929606625256,110.40172076225281,0.8840579710144928,0.1159420289855072,0.8709677419354839,0.8709677419354839,0.8947368421052632,0.8709677419354839,0.8709677419354839,0.765704584040747,0.9269949066213923,"[[34,4],
 [4,27]]","[34, 4, 4, 27]","(2, 2)",2,[0 0 0 0 0 0 0 1 0 0 0 1 0 0],"[0.15962733 0.15962733 0.13980331 0.12908903 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447 0.12748447
 0.12748447 0.12748447 0.12748447 0.1199793  0.1199793  0.1199793
 0.1199793  0.1199793  0.1199793  0.1199793  0.1199793  0.1199793
 0.1199793  0.1199793  0.1199793  0.1199793  0.1199793  0.1199793
 0.1199793  0.1199793 ]",1
7,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.1151656314699793,133.90167331695557,0.8695652173913043,0.13043478260869568,0.9032258064516129,0.9032258064516129,0.8421052631578947,0.8235294117647058,0.8615384615384616,0.7415635758808772,0.9333616298811546,"[[32,6],
 [3,28]]","[32, 6, 3, 28]","(2, 2)",5,[0 1 1 0 1 0 0 1 0 0 0 1 0 0],"[0.15854037 0.14140787 0.14140787 0.12908903 0.12748447 0.12748447
 0.12748447 0.12748447 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992
 0.12587992 0.12587992 0.12587992 0.12587992 0.12587992 0.11516563
 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563
 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563
 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563 0.11516563
 0.11516563 0.11516563]",1
8,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.12908902691511387,104.33425784111023,0.8985507246376812,0.10144927536231885,0.9032258064516129,0.9032258064516129,0.8947368421052632,0.875,0.8888888888888888,0.7959382157428756,0.9248726655348047,"[[34,4],
 [3,28]]","[34, 4, 3, 28]","(2, 2)",4,[0 1 1 0 0 0 0 1 1 0 0 0 0 0],"[0.16444099 0.16444099 0.1505176  0.14301242 0.14301242 0.14301242
 0.14301242 0.14301242 0.14301242 0.14301242 0.13390269 0.13390269
 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269
 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269
 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269
 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269 0.13390269
 0.13390269 0.13390269 0.13390269 0.13390269 0.12908903 0.12908903
 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903 0.12908903
 0.12908903 0.12908903]",1
9,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.10284679089026919,131.39268279075623,0.8985507246376812,0.10144927536231885,0.9354838709677419,0.9354838709677419,0.868421052631579,0.8529411764705882,0.8923076923076924,0.7998413512063675,0.9516129032258064,"[[33,5],
 [2,29]]","[33, 5, 2, 29]","(2, 2)",5,[1 0 1 0 0 0 0 1 1 0 0 0 1 0],"[0.16123188 0.14301242 0.12748447 0.12748447 0.12587992 0.11516563
 0.11516563 0.11516563 0.11516563 0.11516563 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679 0.10284679
 0.10284679 0.10284679]",1
10,bPSO-V1-RF-0_85,rf,australian,v1,0.85,0.10284679089026919,127.24933815002441,0.9130434782608695,0.08695652173913049,0.8709677419354839,0.8709677419354839,0.9473684210526315,0.9310344827586207,0.9,0.8246608817759593,0.9465195246179965,"[[36,2],
 [4,27]]","[36, 2, 4, 27]","(2, 2)",5,[0 0 0 0 0 0 0 1 0 1 0 1 1 1],"[0.12587992 0.12427536 0.12427536 0.12427536 0.11356108 0.11356108
 0.11356108 0.11356108 0.11356108 0.11356108 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652 0.11195652
 0.11195652 0.10284679]",1
1,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.06180124223602485,123.79060125350952,0.9565217391304348,0.04347826086956519,0.9333333333333333,0.9333333333333333,0.9743589743589743,0.9655172413793104,0.9491525423728814,0.9115963786455504,0.97991452991453,"[[38,1],
 [2,28]]","[38, 1, 2, 28]","(2, 2)",5,[0 0 0 0 0 0 1 1 1 0 1 0 1 0],"[0.11397516 0.11397516 0.10341615 0.10341615 0.10217391 0.09503106
 0.09503106 0.08913043 0.08913043 0.08198758 0.0689441  0.0689441
 0.0689441  0.0689441  0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124 0.06180124
 0.06180124 0.06180124]",1
2,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.14596273291925468,136.377601146698,0.8405797101449275,0.1594202898550725,0.6666666666666666,0.6666666666666666,0.9743589743589743,0.9523809523809523,0.7843137254901961,0.6906182751372875,0.867948717948718,"[[38,1],
 [10,20]]","[38, 1, 10, 20]","(2, 2)",4,[0 0 0 0 0 1 1 0 0 1 0 0 0 1],"[0.17919255 0.17919255 0.17204969 0.16614907 0.16614907 0.16614907
 0.16614907 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273 0.14596273
 0.14596273 0.14596273]",1
3,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.10931677018633543,128.3110671043396,0.8985507246376812,0.10144927536231885,0.8333333333333334,0.8333333333333334,0.9487179487179487,0.9259259259259259,0.8771929824561403,0.7943678079791173,0.9371794871794872,"[[37,2],
 [5,25]]","[37, 2, 5, 25]","(2, 2)",8,[0 0 0 1 0 0 1 1 0 1 1 1 1 1],"[0.13416149 0.13416149 0.13416149 0.13416149 0.13416149 0.13416149
 0.13416149 0.13416149 0.13416149 0.13416149 0.12701863 0.12236025
 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025
 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025
 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025 0.12236025
 0.12236025 0.12236025 0.10931677 0.10931677 0.10931677 0.10931677
 0.10931677 0.10931677 0.10931677 0.10931677 0.10931677 0.10931677
 0.10931677 0.10931677 0.10931677 0.10931677 0.10931677 0.10931677
 0.10931677 0.10931677]",1
4,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.1257763975155279,139.53504180908203,0.8840579710144928,0.1159420289855072,0.9032258064516129,0.9032258064516129,0.868421052631579,0.8484848484848485,0.875,0.7683923238746024,0.8815789473684211,"[[33,5],
 [3,28]]","[33, 5, 3, 28]","(2, 2)",3,[0 1 0 0 0 0 0 1 0 0 0 0 0 1],"[0.14720497 0.14006211 0.13416149 0.13416149 0.13416149 0.13416149
 0.12826087 0.12826087 0.12826087 0.12826087 0.12826087 0.12826087
 0.12826087 0.12826087 0.12701863 0.12701863 0.12701863 0.12701863
 0.12701863 0.12701863 0.1257764  0.1257764  0.1257764  0.1257764
 0.1257764  0.1257764  0.1257764  0.1257764  0.1257764  0.1257764
 0.1257764  0.1257764  0.1257764  0.1257764  0.1257764  0.1257764
 0.1257764  0.1257764  0.1257764  0.1257764  0.1257764  0.1257764
 0.1257764  0.1257764  0.1257764  0.1257764  0.1257764  0.1257764
 0.1257764  0.1257764 ]",1
5,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.11987577639751554,130.5883331298828,0.8695652173913043,0.13043478260869568,0.9354838709677419,0.9354838709677419,0.8157894736842105,0.8055555555555556,0.8656716417910447,0.748104737765702,0.91383701188455,"[[31,7],
 [2,29]]","[31, 7, 2, 29]","(2, 2)",4,[0 0 1 0 0 0 0 1 0 1 0 0 1 0],"[0.14130435 0.14130435 0.14130435 0.14130435 0.14130435 0.13540373
 0.13416149 0.12111801 0.12111801 0.12111801 0.12111801 0.12111801
 0.12111801 0.12111801 0.12111801 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578]",1
6,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.10807453416149067,117.92804503440857,0.927536231884058,0.07246376811594202,0.9032258064516129,0.9032258064516129,0.9473684210526315,0.9333333333333333,0.9180327868852459,0.853497287914844,0.9265704584040748,"[[36,2],
 [3,28]]","[36, 2, 3, 28]","(2, 2)",6,[1 0 0 1 0 0 0 1 0 1 0 1 0 1],"[0.11987578 0.11987578 0.11987578 0.11987578 0.11397516 0.11397516
 0.11397516 0.11397516 0.11397516 0.11397516 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453 0.10807453
 0.10807453 0.10807453]",1
7,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.07484472049689438,112.2049789428711,0.9565217391304348,0.04347826086956519,0.967741935483871,0.967741935483871,0.9473684210526315,0.9375,0.9523809523809523,0.9127887197561914,0.946095076400679,"[[36,2],
 [1,30]]","[36, 2, 1, 30]","(2, 2)",5,[0 0 0 0 1 1 0 1 1 0 0 1 0 0],"[0.14130435 0.14130435 0.14130435 0.13291925 0.11397516 0.09503106
 0.09503106 0.09503106 0.09503106 0.09503106 0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472
 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472
 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472
 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472 0.07484472
 0.07484472 0.07484472]",1
8,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.11987577639751554,122.68112683296204,0.8840579710144928,0.1159420289855072,0.9032258064516129,0.9032258064516129,0.868421052631579,0.8484848484848485,0.875,0.7683923238746024,0.9083191850594229,"[[33,5],
 [3,28]]","[33, 5, 3, 28]","(2, 2)",4,[0 0 0 0 0 1 0 1 0 0 0 0 1 1],"[0.13291925 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578 0.11987578
 0.11987578 0.11987578]",1
9,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.11149068322981363,87.05268239974976,0.8840579710144928,0.1159420289855072,1.0,1.0,0.7894736842105263,0.7948717948717948,0.8857142857142857,0.7921681414778492,0.8947368421052632,"[[30,8],
 [0,31]]","[30, 8, 0, 31]","(2, 2)",1,[0 0 0 0 0 0 0 1 0 0 0 0 0 0],"[0.14006211 0.14006211 0.1257764  0.11863354 0.11863354 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068 0.11149068
 0.11149068 0.11149068]",1
10,bPSO-V1-RF-0_90,rf,australian,v1,0.9,0.08788819875776399,125.24529194831848,0.9420289855072463,0.05797101449275366,0.9032258064516129,0.9032258064516129,0.9736842105263158,0.9655172413793104,0.9333333333333333,0.8836874386665622,0.9418505942275044,"[[37,1],
 [3,28]]","[37, 1, 3, 28]","(2, 2)",5,[0 0 0 0 0 0 1 1 1 0 0 0 1 1],"[0.10807453 0.10093168 0.10093168 0.10093168 0.09503106 0.09503106
 0.09503106 0.09503106 0.09503106 0.09503106 0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882  0.0878882  0.0878882  0.0878882  0.0878882
 0.0878882  0.0878882 ]",1
1,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.04896480331262944,136.42062735557556,0.9710144927536232,0.02898550724637683,0.9666666666666667,0.9666666666666667,0.9743589743589743,0.9666666666666667,0.9666666666666667,0.941025641025641,0.9867521367521367,"[[38,1],
 [1,29]]","[38, 1, 1, 29]","(2, 2)",6,[0 0 1 0 0 0 0 1 1 0 1 0 1 1],"[0.08669772 0.08669772 0.08669772 0.08669772 0.08669772 0.07650104
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648  0.0489648  0.0489648  0.0489648  0.0489648
 0.0489648  0.0489648 ]",1
2,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.12800207039337472,143.50968432426453,0.8840579710144928,0.1159420289855072,0.8666666666666667,0.8666666666666667,0.8974358974358975,0.8666666666666667,0.8666666666666667,0.764102564102564,0.8893162393162394,"[[35,4],
 [4,26]]","[35, 4, 4, 26]","(2, 2)",5,[0 1 1 0 1 1 0 1 0 0 0 0 0 0],"[0.16982402 0.16982402 0.14534161 0.14534161 0.14534161 0.14177019
 0.14177019 0.14177019 0.14177019 0.14177019 0.13819876 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207 0.12800207
 0.12800207 0.12800207]",1
3,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.06935817805383027,132.518896818161,0.8985507246376812,0.10144927536231885,0.8333333333333334,0.8333333333333334,0.9487179487179487,0.9259259259259259,0.8771929824561403,0.7943678079791173,0.9525641025641027,"[[37,2],
 [5,25]]","[37, 2, 5, 25]","(2, 2)",4,[0 0 0 1 1 0 0 1 0 0 0 0 1 0],"[0.11118012 0.09741201 0.09026915 0.09026915 0.09026915 0.08669772
 0.08669772 0.08669772 0.08669772 0.07292961 0.07292961 0.07292961
 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961
 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961
 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961 0.07292961
 0.07292961 0.07292961 0.07292961 0.06935818 0.06935818 0.06935818
 0.06935818 0.06935818 0.06935818 0.06935818 0.06935818 0.06935818
 0.06935818 0.06935818 0.06935818 0.06935818 0.06935818 0.06935818
 0.06935818 0.06935818]",1
4,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.10760869565217399,145.21650171279907,0.8840579710144928,0.1159420289855072,0.8709677419354839,0.8709677419354839,0.8947368421052632,0.8709677419354839,0.8709677419354839,0.765704584040747,0.888370118845501,"[[34,4],
 [4,27]]","[34, 4, 4, 27]","(2, 2)",7,[0 0 1 0 0 0 0 1 1 0 1 1 1 1],"[0.12494824 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012 0.11118012
 0.11118012 0.11118012 0.1076087  0.1076087  0.1076087  0.1076087
 0.1076087  0.1076087  0.1076087  0.1076087  0.1076087  0.1076087
 0.1076087  0.1076087  0.1076087  0.1076087  0.1076087  0.1076087
 0.1076087  0.1076087  0.1076087  0.1076087  0.1076087  0.1076087
 0.1076087  0.1076087  0.1076087  0.1076087  0.1076087  0.1076087
 0.1076087  0.1076087 ]",1
5,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.09689440993788825,134.39555597305298,0.8840579710144928,0.1159420289855072,0.967741935483871,0.967741935483871,0.8157894736842105,0.8108108108108109,0.8823529411764706,0.7815435884368874,0.935483870967742,"[[31,7],
 [1,30]]","[31, 7, 1, 30]","(2, 2)",4,[1 0 1 0 0 0 1 1 0 0 0 0 0 0],"[0.1315735  0.1315735  0.12800207 0.12800207 0.12800207 0.12800207
 0.12085921 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253
 0.11066253 0.11066253 0.11066253 0.11066253 0.11066253 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.09689441 0.09689441
 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441
 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441
 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441
 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441 0.09689441
 0.09689441 0.09689441]",1
6,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.09026915113871636,134.97500038146973,0.8985507246376812,0.10144927536231885,0.9032258064516129,0.9032258064516129,0.8947368421052632,0.875,0.8888888888888888,0.7959382157428756,0.9299660441426146,"[[34,4],
 [3,28]]","[34, 4, 3, 28]","(2, 2)",6,[0 0 1 0 0 1 1 1 1 0 0 0 1 0],"[0.12137681 0.11780538 0.11118012 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584 0.10046584
 0.10046584 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915
 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915
 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915
 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915
 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915 0.09026915
 0.09026915 0.09026915]",1
7,bPSO-V1-RF-0_95,rf,australian,v1,0.95,0.08364389233954457,137.43998765945435,0.8840579710144928,0.1159420289855072,0.8387096774193549,0.8387096774193549,0.9210526315789473,0.896551724137931,0.8666666666666667,0.7656343248853564,0.946095076400679,"[[35,3],
 [5,26]]","[35, 3, 5, 26]","(2, 2)",8,[1 1 1 0 1 0 0 1 1 0 1 1 0 0],"[0.11475155 0.11475155 0.11475155 0.10455487 0.10455487 0.10455487
 0.10455487 0.10455487 0.10455487 0.10455487 0.10455487 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389 0.08364389
 0.08364389 0.08364389]",1
