Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.062134,0.049877,0.936190,0.052654,0.063810,0.052654,0.930357,0.099762,0.942857,0.099887,0.954167,0.079125,0.882769,0.094407,0.936233,0.054695,3.000000,0.942809,14.273011,1.240847
bHHO-XGBOOST,xgboost,v1,0.069324,0.055220,0.929048,0.058341,0.070952,0.058341,0.944643,0.071651,0.911905,0.101668,0.927381,0.082092,0.863892,0.113677,0.932781,0.053968,3.800000,1.229273,25.491065,1.913332
bJADE-XGBOOST,xgboost,v1,0.046274,0.045957,0.958095,0.047872,0.041905,0.047872,0.975000,0.079057,0.942857,0.073771,0.950000,0.064550,0.922786,0.086913,0.959048,0.048780,12.800000,3.614784,25.494071,1.285964
bLRRIME-XGBOOST,xgboost,v1,0.015743,0.028547,0.985714,0.030117,0.014286,0.030117,0.985714,0.045175,0.985714,0.045175,0.987500,0.039528,0.973205,0.056489,0.985641,0.030368,4.300000,1.888562,20.591729,1.046498
bPSO-XGBOOST,xgboost,v1,0.037719,0.047567,0.964762,0.050155,0.035238,0.050155,0.960714,0.086586,0.971429,0.060234,0.976389,0.049884,0.935492,0.090029,0.965473,0.049787,8.400000,5.561774,25.134483,2.774584
bRIME-XGBOOST,xgboost,v1,0.042080,0.057032,0.957619,0.060001,0.042381,0.060001,0.957143,0.096421,0.957143,0.069007,0.962103,0.061479,0.919854,0.113702,0.956499,0.064262,3.600000,0.843274,14.822182,0.385449
bSADE-XGBOOST,xgboost,v1,0.054169,0.056076,0.950476,0.058631,0.049524,0.058631,0.958929,0.066310,0.942857,0.099887,0.950992,0.082595,0.906669,0.111002,0.952189,0.055757,14.100000,4.508018,25.647654,1.499674
bSHADE-XGBOOST,xgboost,v1,0.046377,0.061518,0.958571,0.065101,0.041429,0.065101,0.960714,0.063442,0.957143,0.096421,0.965278,0.076704,0.919818,0.128874,0.961327,0.058682,13.900000,7.549099,26.069119,1.180059
