Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-XGBOOST,xgboost,v1,0.034741,0.045732,0.965238,0.048305,0.034762,0.048305,0.975000,0.079057,0.954762,0.073128,0.963889,0.058267,0.935648,0.088008,0.966499,0.048915,3.400000,1.264911,15.354810,1.092636
XGBOOST,Conv_xgboost,v1,0.000000,0.000000,0.702381,0.072087,0.297619,0.072087,0.737500,0.136269,0.666667,0.116642,0.702063,0.065694,0.413664,0.149888,0.713200,0.076073,99.000000,0.000000,0.000038,0.000008
