Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.055399,0.053293,0.943333,0.056229,0.056667,0.056229,0.957143,0.069007,0.926190,0.103144,0.941270,0.081643,0.892523,0.106686,0.946065,0.053435,3.100000,1.100505,15.085990,0.858879
bHHO-XGBOOST,xgboost,v1,0.062336,0.049454,0.936190,0.052654,0.063810,0.052654,0.946429,0.091054,0.928571,0.101015,0.941667,0.080932,0.883233,0.093664,0.938614,0.050038,3.400000,1.646545,24.888442,2.187347
bJADE-XGBOOST,xgboost,v1,0.047785,0.046302,0.957143,0.049943,0.042857,0.049943,0.957143,0.069007,0.954762,0.099412,0.966667,0.074994,0.920410,0.091141,0.958541,0.046724,14.000000,5.228129,26.051229,1.369013
bLRRIME-XGBOOST,xgboost,v1,0.028509,0.034333,0.971905,0.036297,0.028095,0.036297,0.973214,0.056626,0.971429,0.060234,0.975000,0.052705,0.947308,0.068075,0.972308,0.035873,3.600000,0.699206,19.651893,1.710050
bRIME-XGBOOST,xgboost,v1,0.041727,0.046897,0.957619,0.049663,0.042381,0.049663,0.957143,0.069007,0.957143,0.069007,0.962103,0.061479,0.918523,0.097330,0.957781,0.049802,2.900000,1.197219,13.826747,1.325646
bSADE-XGBOOST,xgboost,v1,0.046274,0.057926,0.958095,0.058528,0.041905,0.058528,0.958929,0.066310,0.957143,0.069007,0.960714,0.063442,0.917848,0.116328,0.958855,0.057219,12.800000,6.494442,25.637034,1.524303
bSHADE-XGBOOST,xgboost,v1,0.046981,0.045336,0.958095,0.047872,0.041905,0.047872,0.942857,0.073771,0.971429,0.090351,0.980000,0.063246,0.922003,0.088526,0.958120,0.045307,14.200000,7.598245,26.552155,1.746573
