Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,xgboost,v1,0.035193,0.057193,0.964762,0.060409,0.035238,0.060409,0.973214,0.056626,0.954762,0.073128,0.962103,0.061479,0.929549,0.121669,0.967332,0.056590,3.400000,1.646545,15.260100,0.914414
bHHO-XGBOOST,xgboost,v1,0.075655,0.059564,0.921905,0.062621,0.078095,0.062621,0.930357,0.099762,0.914286,0.073771,0.919048,0.070831,0.849676,0.124572,0.921612,0.066962,2.900000,1.449138,23.916307,2.556086
bJADE-XGBOOST,xgboost,v1,0.035125,0.035929,0.971905,0.036297,0.028095,0.036297,0.973214,0.056626,0.971429,0.060234,0.975000,0.052705,0.947308,0.068075,0.972308,0.035873,16.700000,4.217688,26.855983,1.380810
bLRRIME-XGBOOST,xgboost,v1,0.022428,0.032987,0.978571,0.034503,0.021429,0.034503,0.985714,0.045175,0.971429,0.060234,0.975000,0.052705,0.959808,0.064716,0.978974,0.033969,4.100000,1.728840,20.742671,1.163311
bPSO-XGBOOST,xgboost,v1,0.018521,0.028642,0.985714,0.030117,0.014286,0.030117,0.985714,0.045175,0.985714,0.045175,0.987500,0.039528,0.973205,0.056489,0.985641,0.030368,9.800000,4.984420,27.076281,3.511714
bRIME-XGBOOST,xgboost,v1,0.055298,0.069660,0.943333,0.073684,0.056667,0.073684,0.930357,0.099762,0.957143,0.096421,0.963889,0.082869,0.892763,0.141633,0.943092,0.073948,2.900000,1.100505,14.381985,1.629378
bSADE-XGBOOST,xgboost,v1,0.020693,0.029858,0.985714,0.030117,0.014286,0.030117,0.985714,0.045175,0.985714,0.045175,0.987500,0.039528,0.973205,0.056489,0.985641,0.030368,14.100000,7.279347,25.772881,1.152705
bSHADE-XGBOOST,xgboost,v1,0.028741,0.032363,0.978571,0.034503,0.021429,0.034503,0.971429,0.060234,0.985714,0.045175,0.987500,0.039528,0.959808,0.064716,0.977949,0.035615,16.600000,6.113737,26.333074,1.199234
