Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.272525,1.920313,0.733333,0.266667,0.750000,0.750000,0.714286,0.750000,0.750000,0.464286,0.714286,"[[5,2],
 [2,6]]","[5, 2, 2, 6]","(2, 2)",38
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.029798,1.914276,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",59
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.024747,1.916233,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",49
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.225289,1.892017,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.836735,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",43
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.156926,1.884723,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",42
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.086039,1.887450,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",36
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.157937,1.919071,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.785714,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",44
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.093615,1.969890,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.969388,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",51
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.223268,1.888567,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.775510,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",39
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.230844,1.905676,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.770833,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",54
