Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-XGBOOST,xgboost,v1,0.041929,0.046976,0.957619,0.049663,0.042381,0.049663,0.985714,0.045175,0.928571,0.075292,0.937103,0.066724,0.918523,0.097330,0.959832,0.048382,3.300000,1.946507,15.763388,1.327122
XGBOOST,Conv_xgboost,v1,0.000000,0.000000,0.724286,0.129020,0.275714,0.129020,0.767857,0.167515,0.678571,0.139849,0.715238,0.118708,0.454988,0.264930,0.737078,0.131830,99.000000,0.000000,0.000025,0.000005
