Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,v1,0.048664,0.055068,0.950476,0.058631,0.049524,0.058631,0.973214,0.056626,0.928571,0.101015,0.938492,0.083804,0.906669,0.111002,0.953214,0.055254,3.200000,1.988858,15.244491,2.404481
bHHO-XGBOOST,v1,0.075706,0.098107,0.921905,0.103557,0.078095,0.103557,0.916071,0.137305,0.928571,0.101015,0.929167,0.109449,0.849380,0.206691,0.919487,0.111912,3.000000,0.942809,24.445049,2.454488
bJADE-XGBOOST,v1,0.053565,0.063312,0.950952,0.066366,0.049048,0.066366,0.946429,0.069416,0.954762,0.073128,0.960714,0.063442,0.902079,0.133547,0.953022,0.062810,13.800000,6.051630,25.982245,1.829324
bLRRIME-XGBOOST,v1,0.029416,0.034628,0.971429,0.036886,0.028571,0.036886,0.971429,0.060234,0.971429,0.060234,0.975000,0.052705,0.946410,0.069184,0.971282,0.037232,4.500000,2.549510,20.501319,2.060870
bRIME-XGBOOST,v1,0.062235,0.067458,0.936190,0.070993,0.063810,0.070993,0.944643,0.071651,0.928571,0.101015,0.937103,0.089019,0.876258,0.140299,0.938806,0.067682,3.200000,1.032796,14.403573,1.235467
bSADE-XGBOOST,v1,0.040597,0.065480,0.964762,0.069160,0.035238,0.069160,0.958929,0.094510,0.971429,0.060234,0.970833,0.062268,0.931838,0.135706,0.963590,0.073701,14.100000,6.314885,25.462179,0.859516
bSHADE-XGBOOST,v1,0.028034,0.044694,0.978571,0.048211,0.021429,0.048211,0.985714,0.045175,0.971429,0.060234,0.973214,0.056626,0.958031,0.095433,0.979048,0.047682,15.200000,3.705851,26.239065,1.372999
