Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.019697,1.897866,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,8]]","[7, 0, 0, 8]","(2, 2)",39
2,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.088059,1.910300,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.948980,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",40
3,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.091595,1.899769,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.887755,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",47
4,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.154906,1.895246,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.897959,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",38
5,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.292641,1.860815,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.734694,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",42
6,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.022222,1.874064,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",44
7,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.291631,1.892972,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.724490,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",40
8,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.293651,1.893289,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.693878,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",44
9,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.087049,1.957459,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.918367,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",38
10,bLRRIME-KNN,knn,PulmonaryHypertension,s3,0.224278,1.911656,0.785714,0.214286,0.750000,0.750000,0.833333,0.857143,0.800000,0.577350,0.791667,"[[5,1],
 [2,6]]","[5, 1, 2, 6]","(2, 2)",41
