Algorithm,Fold,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-MLP,1,0.087071,0.087071,0.082020,0.075455,0.072424,0.070909,0.070909,0.070909,0.070909,0.070909,0.070909,0.070909,0.067374,0.067374,0.067374,0.067374,0.067374,0.067374,0.067374,0.067374,0.067374,0.066869,0.066869,0.066869,0.066869,0.066869,0.066869,0.066869,0.066869,0.066869,0.066869,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364
bLRRIME-MLP,2,0.018182,0.016667,0.016667,0.016667,0.016667,0.016667,0.016667,0.015152,0.009091,0.006566,0.006566,0.006566,0.006566,0.006566,0.006566,0.005051,0.004040,0.003535,0.003535,0.003535,0.003535,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-MLP,3,0.159957,0.155411,0.149856,0.145310,0.142785,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070382,0.069877,0.069877,0.069877,0.069877,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372
bLRRIME-MLP,4,0.084524,0.078968,0.078968,0.078968,0.078463,0.078463,0.078463,0.077958,0.073413,0.073413,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.008586,0.007576,0.007576,0.004545,0.004545,0.004545,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-MLP,5,0.150361,0.141775,0.140260,0.077453,0.077453,0.077453,0.071898,0.071898,0.071898,0.070887,0.070887,0.070887,0.070887,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877
bLRRIME-MLP,6,0.023232,0.019192,0.014646,0.011111,0.007071,0.007071,0.007071,0.007071,0.007071,0.003535,0.003535,0.003535,0.002525,0.002525,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010,0.001010
bLRRIME-MLP,7,0.086544,0.020707,0.008081,0.005051,0.005051,0.004545,0.004545,0.004545,0.003030,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515
bLRRIME-MLP,8,0.225289,0.213672,0.210137,0.208622,0.208117,0.208117,0.206602,0.206602,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.073918,0.072908,0.072908,0.072403,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.071898,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070382,0.070382,0.070382,0.070382
bLRRIME-MLP,9,0.156926,0.156926,0.151876,0.149351,0.146825,0.143290,0.143290,0.139755,0.071898,0.071898,0.071392,0.071392,0.071392,0.071392,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382,0.070382
bLRRIME-MLP,10,0.160462,0.160462,0.160462,0.160462,0.150361,0.150361,0.150361,0.150361,0.150361,0.143290,0.143290,0.143290,0.142280,0.142280,0.142280,0.142280,0.142280,0.142280,0.142280,0.142280,0.140260,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.137734,0.137734,0.137734,0.137734,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229
