Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-KNN,s1,0.170961,0.079267,0.844762,0.084864,0.155238,0.084864,0.864286,0.083842,0.823810,0.118889,0.846429,0.097880,0.692833,0.175143,0.852711,0.074235,46.500000,7.975657,1.933899,0.039269
bLRRIME-KNN,s2,0.151915,0.067032,0.865714,0.069400,0.134286,0.069400,0.903571,0.066921,0.823810,0.118889,0.852976,0.089030,0.735714,0.141353,0.874990,0.060754,48.200000,5.996295,1.976849,0.079334
bLRRIME-KNN,s3,0.150099,0.088256,0.866190,0.094773,0.133810,0.094773,0.905357,0.088308,0.823810,0.118889,0.849206,0.095197,0.733904,0.191326,0.875448,0.087060,45.500000,7.501852,1.909822,0.025345
bLRRIME-KNN,s4,0.155167,0.085904,0.859048,0.092206,0.140952,0.092206,0.878571,0.094040,0.838095,0.112687,0.857143,0.091829,0.719924,0.188626,0.866117,0.082855,42.100000,5.762908,1.919024,0.035408
bLRRIME-KNN,v1,0.048312,0.043691,0.950952,0.046226,0.049048,0.046226,0.973214,0.056626,0.926190,0.078125,0.938889,0.064550,0.905691,0.090687,0.953925,0.043598,3.400000,1.074968,1.702174,0.062218
bLRRIME-KNN,v2,0.048462,0.045389,0.950476,0.047998,0.049524,0.047998,0.973214,0.056626,0.923810,0.112687,0.942500,0.077325,0.906940,0.090406,0.954530,0.041319,2.800000,1.135292,1.621169,0.093754
bLRRIME-KNN,v3,0.074698,0.058319,0.922381,0.061519,0.077619,0.061519,0.932143,0.071824,0.909524,0.110998,0.927778,0.081460,0.848773,0.126862,0.926776,0.051891,1.900000,0.567646,1.567030,0.139801
bLRRIME-KNN,v4,0.074447,0.064369,0.922857,0.068080,0.077143,0.068080,0.930357,0.099762,0.911905,0.101668,0.927381,0.082092,0.851848,0.133404,0.924493,0.067149,2.300000,0.948683,1.530196,0.119242
