Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-CART,cart,v1,0.022428,0.045527,0.914762,0.087904,0.085238,0.087904,0.914286,0.099887,0.914286,0.099887,0.918651,0.092654,0.832217,0.174206,0.914777,0.088706,4.100000,0.875595,1.881273,0.102979
bLRRIME-KNN,knn,v1,0.069473,0.071265,0.928571,0.075292,0.071429,0.075292,0.942857,0.073771,0.911905,0.101668,0.922817,0.089266,0.859864,0.149380,0.931187,0.072485,3.200000,1.549193,1.686916,0.125407
bLRRIME-MLP,mlp,v1,0.071797,0.055554,0.871905,0.088162,0.128095,0.088162,0.891071,0.106629,0.852381,0.123871,0.871825,0.099739,0.750409,0.179670,0.877445,0.082220,7.800000,13.579396,100.754328,20.905312
bLRRIME-RF,rf,v1,0.055195,0.053287,0.879048,0.076032,0.120952,0.076032,0.873214,0.105292,0.880952,0.121405,0.896825,0.094648,0.764472,0.153882,0.880454,0.076000,1.800000,1.032796,79.532781,6.273655
bLRRIME-SVM,svm,v1,0.075653,0.074627,0.921429,0.078607,0.078571,0.078607,0.928571,0.101015,0.911905,0.101668,0.922817,0.089266,0.847797,0.153640,0.922213,0.078874,2.000000,0.666667,1.472279,0.095893
bLRRIME-XGBOOST,xgboost,v1,0.049066,0.055413,0.950000,0.058805,0.050000,0.058805,0.971429,0.060234,0.926190,0.078125,0.935317,0.068778,0.902129,0.116805,0.952213,0.058051,3.100000,1.663330,16.887409,1.256108
