Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.219798,2.067185,0.800000,0.200000,0.875000,0.875000,0.714286,0.777778,0.823529,0.600099,0.776786,"[[5,2],
 [1,7]]","[5, 2, 1, 7]","(2, 2)",59
2,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.024242,1.882360,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",48
3,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.088059,1.924305,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.959184,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",40
4,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.160462,2.118189,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.836735,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",49
5,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.157937,1.918001,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.816327,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",44
6,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.091595,1.965525,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.979592,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",47
7,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.163997,1.917719,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.775510,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",56
8,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.157431,2.005570,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.938776,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",43
9,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.225794,2.051070,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.785714,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",44
10,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.229834,1.918563,0.785714,0.214286,0.875000,0.875000,0.666667,0.777778,0.823529,0.559431,0.760417,"[[4,2],
 [1,7]]","[4, 2, 1, 7]","(2, 2)",52
