Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,v1,0.041828,0.046891,0.957619,0.049663,0.042381,0.049663,0.944643,0.071651,0.971429,0.060234,0.974603,0.054062,0.918523,0.097330,0.957781,0.049802,3.100000,0.994429,14.680597,1.087816
bHHO-XGBOOST,v1,0.062890,0.059327,0.935714,0.062543,0.064286,0.062543,0.944643,0.098331,0.926190,0.103144,0.940278,0.082050,0.879712,0.117337,0.937308,0.061941,3.600000,0.843274,25.667401,1.528576
bJADE-XGBOOST,v1,0.040648,0.047120,0.964762,0.050155,0.035238,0.050155,0.971429,0.060234,0.957143,0.096421,0.966667,0.074994,0.935028,0.091098,0.966233,0.046568,14.200000,4.104198,25.930141,1.143995
bLRRIME-XGBOOST,v1,0.028711,0.046667,0.971905,0.049510,0.028095,0.049510,0.985714,0.045175,0.957143,0.069007,0.962103,0.061479,0.945318,0.097663,0.973165,0.048433,4.000000,2.905933,19.872595,1.878734
bPSO-XGBOOST,v1,0.052957,0.066603,0.950476,0.067612,0.049524,0.067612,0.930357,0.099762,0.969048,0.065494,0.972222,0.060007,0.904506,0.132657,0.948989,0.072244,11.700000,8.083591,27.524685,3.998734
bRIME-XGBOOST,v1,0.048864,0.064388,0.950000,0.067763,0.050000,0.067763,0.944643,0.071651,0.952381,0.109971,0.965278,0.076704,0.902353,0.137659,0.952609,0.058575,2.700000,1.946507,13.900009,1.500822
bSADE-XGBOOST,v1,0.033860,0.037508,0.971429,0.036886,0.028571,0.036886,0.971429,0.060234,0.971429,0.060234,0.975000,0.052705,0.946410,0.069184,0.971282,0.037232,13.300000,7.118833,25.095306,1.068579
bSHADE-XGBOOST,v1,0.046880,0.043937,0.958095,0.047872,0.041905,0.047872,0.958929,0.066310,0.957143,0.096421,0.967500,0.070760,0.922003,0.088526,0.960171,0.043723,14.000000,6.394442,25.987000,1.984016
