Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-KNN,knn,s1,0.178048,0.077688,0.837143,0.081982,0.162857,0.081982,0.832143,0.132352,0.842857,0.105409,0.849246,0.092706,0.682524,0.164891,0.835274,0.092521,46.200000,6.425643,1.946661,0.030941
bLRRIME-KNN,knn,s2,0.183472,0.075974,0.830476,0.081130,0.169524,0.081130,0.846429,0.106213,0.814286,0.135526,0.834087,0.105322,0.669080,0.165319,0.835241,0.079518,44.400000,5.081557,1.928259,0.063633
bLRRIME-KNN,knn,s3,0.156935,0.067557,0.859048,0.071418,0.140952,0.071418,0.889286,0.089405,0.828571,0.131277,0.852540,0.096771,0.726519,0.144358,0.865937,0.065490,45.600000,5.316641,1.910788,0.037754
bLRRIME-KNN,knn,s4,0.176181,0.075914,0.837619,0.079886,0.162381,0.079886,0.848214,0.101453,0.828571,0.112687,0.841468,0.099393,0.681956,0.163715,0.841255,0.079326,43.400000,5.680376,1.944709,0.080469
bLRRIME-KNN,knn,v1,0.055801,0.042741,0.942857,0.045175,0.057143,0.045175,0.957143,0.069007,0.928571,0.101015,0.940278,0.082050,0.894151,0.081988,0.944423,0.041928,3.000000,0.816497,1.663440,0.057261
bLRRIME-KNN,knn,v2,0.068970,0.045016,0.929048,0.047643,0.070952,0.047643,0.930357,0.073603,0.928571,0.075292,0.935317,0.068778,0.863157,0.095401,0.930162,0.047924,3.100000,1.663330,1.635382,0.135596
bLRRIME-KNN,knn,v3,0.061480,0.048453,0.936667,0.051191,0.063333,0.051191,0.973214,0.056626,0.900000,0.096421,0.915278,0.078690,0.880763,0.096702,0.940641,0.046798,2.600000,1.173788,1.593342,0.127043
bLRRIME-KNN,knn,v4,0.081584,0.041436,0.915238,0.043920,0.084762,0.043920,0.942857,0.073771,0.885714,0.090351,0.901429,0.071611,0.838065,0.087116,0.918266,0.042124,2.100000,1.197219,1.488504,0.135573
