Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-KNN,knn,s1,0.161072,0.072807,0.858095,0.075353,0.141905,0.075353,0.857143,0.150585,0.852381,0.123871,0.874881,0.092821,0.729707,0.145390,0.855707,0.087015,52.000000,8.286535,1.929401,0.045929
bLRRIME-KNN,knn,s2,0.152519,0.067840,0.865238,0.070988,0.134762,0.070988,0.885714,0.112687,0.838095,0.112687,0.860595,0.081758,0.737890,0.141561,0.868694,0.074509,48.500000,4.949747,1.903523,0.025794
bLRRIME-KNN,knn,s3,0.144874,0.069344,0.872381,0.073628,0.127619,0.073628,0.900000,0.117610,0.838095,0.112687,0.862381,0.081870,0.753064,0.146786,0.876313,0.077049,46.800000,6.033241,1.890037,0.022096
bLRRIME-KNN,knn,s4,0.149842,0.067019,0.865238,0.070988,0.134762,0.070988,0.885714,0.112687,0.838095,0.112687,0.860595,0.081758,0.737890,0.141561,0.868694,0.074509,43.200000,4.131182,1.918001,0.056100
bLRRIME-KNN,knn,v1,0.055801,0.053812,0.942857,0.056344,0.057143,0.056344,0.971429,0.060234,0.911905,0.101668,0.927381,0.082092,0.891838,0.106848,0.946306,0.053197,3.000000,0.942809,1.661436,0.079233
bLRRIME-KNN,knn,v2,0.055449,0.053165,0.943333,0.056229,0.056667,0.056229,0.973214,0.056626,0.911905,0.121949,0.931944,0.094528,0.895843,0.101181,0.948092,0.050080,3.200000,1.135292,1.630538,0.112595
bLRRIME-KNN,knn,v3,0.062084,0.049940,0.936190,0.052654,0.063810,0.052654,0.957143,0.069007,0.911905,0.101668,0.928770,0.081220,0.879125,0.099885,0.939398,0.050007,2.900000,0.994429,1.646334,0.095300
bLRRIME-KNN,knn,v4,0.062688,0.058856,0.935714,0.062543,0.064286,0.062543,0.944643,0.071651,0.926190,0.078125,0.933929,0.069950,0.873498,0.125678,0.937903,0.060265,3.200000,1.873796,1.595797,0.126657
