Algorithm,Accuracy_Mean,Accuracy_Std,Accuracy_Best,Precision_Mean,Precision_Std,Precision_Best,Recall_Mean,Recall_Std,Recall_Best,F1_Mean,F1_Std,F1_Best,Specificity_Mean,Specificity_Std,Specificity_Best,ROC_AUC_Mean,ROC_AUC_Std,ROC_AUC_Best,NumFeatures_Mean,NumFeatures_Std,NumFeatures_Best,Time_Mean,Time_Std,Time_Best
bLRRIME-XGBOOST,0.9723333333333334,0.03897901621485578,1.0,0.9703373015873015,0.05549351694820237,0.7777777777777778,0.979107142857143,0.05006276981409932,0.8571428571428571,0.9731025102348632,0.03794399652058245,1.0,0.9652380952380952,0.06548285855241236,0.7142857142857143,0.9589328231292518,0.06358876593707141,0.7346938775510204,4.06,2.0341528403189812,2,20.2471746969223,1.7496884307970182,16.949408054351807
bRIME-XGBOOST,0.9569047619047619,0.04804701862750892,1.0,0.9590357142857144,0.06563619134310679,0.75,0.9621428571428572,0.06585780175146881,0.7142857142857143,0.958054819363643,0.04683168065095285,1.0,0.9507142857142858,0.080173016028718,0.7142857142857143,0.9454698129251702,0.06833446665304739,0.7142857142857143,3.48,1.314103758030045,1,14.594639701843262,1.0830039825774007,11.443171501159668
bHHO-XGBOOST,0.9354285714285716,0.07019234860835104,1.0,0.940718253968254,0.07876157215079159,0.6666666666666666,0.9364285714285715,0.09572117741336526,0.5714285714285714,0.9356055806938159,0.07287995968986817,1.0,0.9352380952380952,0.08514857945740445,0.7142857142857143,0.9276147959183674,0.0876658314907849,0.5816326530612246,3.8,4.550502247782185,1,25.344626359939575,3.651632541555448,19.348480463027954
bGWO-XGBOOST,0.9652380952380955,0.04689443879144499,1.0,0.9647023809523809,0.06214902944546894,0.7777777777777778,0.9719642857142858,0.0599688449829059,0.7142857142857143,0.9662947640594699,0.04565774776339283,1.0,0.9578571428571427,0.07512901475897694,0.7142857142857143,0.9572236394557825,0.06430722979306512,0.7142857142857143,3.59,1.7700938741299352,1,15.262221019268036,1.3968545913574675,11.427797079086304
bJADE-XGBOOST,0.9610952380952382,0.05153257170064518,1.0,0.9683015873015873,0.06196879229876275,0.7777777777777778,0.9598214285714287,0.06952620933710282,0.7142857142857143,0.9617966853408029,0.050514970990719214,1.0,0.9619047619047619,0.07739251402879006,0.6666666666666666,0.9510204081632654,0.07186325770288221,0.7346938775510204,14.37,5.730751709114185,4,26.09714685201645,1.3269569263161418,22.026614665985107
bSADE-XGBOOST,0.961857142857143,0.05253375325658546,1.0,0.9647420634920636,0.06353892808560854,0.7777777777777778,0.9644642857142859,0.07145088937050913,0.7142857142857143,0.9623729799612153,0.05275849696746298,1.0,0.9597619047619048,0.07380952380952384,0.7142857142857143,0.9535374149659865,0.06821521982309023,0.7142857142857143,13.15,5.420453221946771,2,25.61193780422211,1.3596173269617606,21.021395683288574
bSHADE-XGBOOST,0.9574761904761907,0.05233175791268563,1.0,0.9622063492063492,0.07171639407938131,0.7,0.9605357142857143,0.06367024398475746,0.8571428571428571,0.9587282194929254,0.04945580281090513,1.0,0.954047619047619,0.09082203967925424,0.5714285714285714,0.9386437074829932,0.07626755906677564,0.7346938775510204,13.67,5.545140742901469,3,26.245489134788514,1.39291547757233,22.24220609664917
