Algorithm,Classifier,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bLRRIME-KNN,knn,s1,0.151004,0.075103,0.865238,0.078569,0.134762,0.078569,0.889286,0.089405,0.838095,0.147542,0.869444,0.113062,0.739162,0.157860,0.872802,0.067014,45.500000,6.883959,1.936150,0.045181
bLRRIME-KNN,knn,s2,0.158042,0.091310,0.858095,0.095286,0.141905,0.095286,0.889286,0.089405,0.823810,0.179653,0.862778,0.127403,0.726063,0.187440,0.868390,0.076743,46.000000,3.231787,1.909058,0.023926
bLRRIME-KNN,knn,s3,0.143309,0.088430,0.872381,0.093927,0.127619,0.093927,0.916071,0.072438,0.823810,0.179653,0.865000,0.125941,0.755217,0.182322,0.883900,0.075107,43.700000,4.056545,1.916215,0.050849
bLRRIME-KNN,knn,s4,0.155719,0.089908,0.858095,0.095286,0.141905,0.095286,0.917857,0.097880,0.795238,0.157215,0.837778,0.106704,0.726063,0.187440,0.870441,0.078470,41.400000,2.118700,1.927080,0.072143
bLRRIME-KNN,knn,v1,0.061833,0.048362,0.936667,0.051191,0.063333,0.051191,0.944643,0.071651,0.926190,0.078125,0.937103,0.066724,0.877119,0.101978,0.938614,0.050038,3.300000,1.636392,1.721780,0.107855
bLRRIME-KNN,knn,v2,0.048512,0.055481,0.950476,0.058631,0.049524,0.058631,0.957143,0.069007,0.940476,0.077152,0.949206,0.066423,0.902813,0.116590,0.951972,0.058297,2.900000,1.197219,1.659877,0.155349
bLRRIME-KNN,knn,v3,0.042080,0.034498,0.957619,0.036504,0.042381,0.036504,0.971429,0.060234,0.940476,0.077152,0.952778,0.061139,0.919764,0.069117,0.959517,0.035363,3.600000,1.173788,1.607215,0.081404
bLRRIME-KNN,knn,v4,0.068316,0.053967,0.929524,0.057090,0.070476,0.057090,0.944643,0.098331,0.911905,0.076166,0.924603,0.065326,0.865052,0.110241,0.930665,0.060122,2.700000,1.636392,1.558743,0.160426
