Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.085556,1.942388,0.933333,0.066667,1.000000,1.000000,0.857143,0.888889,0.941176,0.872872,0.955357,"[[6,1],
 [0,8]]","[6, 1, 0, 8]","(2, 2)",44
2,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.089069,1.921337,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",42
3,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.087049,1.915333,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.908163,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",38
4,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.160967,1.931124,0.857143,0.142857,0.714286,0.714286,1.000000,1.000000,0.833333,0.745356,0.938776,"[[7,0],
 [2,5]]","[7, 0, 2, 5]","(2, 2)",50
5,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.162987,1.915946,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.867347,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",54
6,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.228319,2.095968,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.693878,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",49
7,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.229329,1.919654,0.785714,0.214286,0.571429,0.571429,1.000000,1.000000,0.727273,0.632456,0.877551,"[[7,0],
 [3,4]]","[7, 0, 3, 4]","(2, 2)",51
8,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.154906,1.921849,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.806122,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",38
9,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.227309,1.904830,0.785714,0.214286,1.000000,1.000000,0.571429,0.700000,0.823529,0.632456,0.755102,"[[4,3],
 [0,7]]","[4, 3, 0, 7]","(2, 2)",47
10,bLRRIME-KNN,knn,PulmonaryHypertension,s2,0.091089,1.936191,0.928571,0.071429,1.000000,1.000000,0.833333,0.888889,0.941176,0.860663,0.968750,"[[5,1],
 [0,8]]","[5, 1, 0, 8]","(2, 2)",46
