Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,v1,0.022731,0.032776,0.978571,0.034503,0.021429,0.034503,0.971429,0.060234,0.985714,0.045175,0.987500,0.039528,0.959808,0.064716,0.977949,0.035615,4.700000,1.567021,16.122457,1.346558
bHHO-XGBOOST,v1,0.055449,0.042650,0.943333,0.045033,0.056667,0.045033,0.946429,0.069416,0.942857,0.073771,0.948214,0.067054,0.891941,0.088341,0.944689,0.044664,3.200000,1.229273,25.051015,1.942193
bJADE-XGBOOST,v1,0.054116,0.046930,0.950000,0.048211,0.050000,0.048211,0.958929,0.066310,0.942857,0.073771,0.948214,0.067054,0.904441,0.094319,0.951355,0.047656,13.100000,3.695342,26.872947,1.234588
bLRRIME-XGBOOST,v1,0.015240,0.027625,0.986190,0.029135,0.013810,0.029135,0.987500,0.039528,0.985714,0.045175,0.987500,0.039528,0.974103,0.054638,0.986667,0.028109,4.200000,1.398412,20.718916,1.314279
bRIME-XGBOOST,v1,0.034994,0.045530,0.965238,0.048305,0.034762,0.048305,0.957143,0.069007,0.971429,0.090351,0.980000,0.063246,0.935401,0.089248,0.965812,0.045227,3.900000,1.370320,14.750223,1.132048
bSADE-XGBOOST,v1,0.051999,0.054101,0.950952,0.057189,0.049048,0.057189,0.948214,0.089266,0.957143,0.069007,0.960714,0.063442,0.907612,0.108492,0.951429,0.058269,10.700000,4.922736,24.903307,1.795477
bSHADE-XGBOOST,v1,0.053763,0.063061,0.950000,0.067763,0.050000,0.067763,0.957143,0.069007,0.942857,0.099887,0.949206,0.084590,0.903995,0.130762,0.951236,0.065472,12.400000,4.948625,26.507590,1.506028
