Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.145859,1.901596,0.866667,0.133333,0.875000,0.875000,0.857143,0.875000,0.875000,0.732143,0.928571,"[[6,1],
 [1,7]]","[6, 1, 1, 7]","(2, 2)",38
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.028283,1.867607,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",56
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.231349,1.887487,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.806122,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",55
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.025253,1.898006,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",50
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.024747,1.892940,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",49
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.021717,1.923580,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,"[[7,0],
 [0,7]]","[7, 0, 0, 7]","(2, 2)",43
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.359993,1.948691,0.642857,0.357143,0.714286,0.714286,0.571429,0.625000,0.666667,0.288675,0.693878,"[[4,3],
 [2,5]]","[4, 3, 2, 5]","(2, 2)",41
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.159452,1.879454,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.836735,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",47
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.291631,1.921255,0.714286,0.285714,0.857143,0.857143,0.571429,0.666667,0.750000,0.447214,0.551020,"[[4,3],
 [1,6]]","[4, 3, 1, 6]","(2, 2)",40
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.159957,1.888994,0.857143,0.142857,0.875000,0.875000,0.833333,0.875000,0.875000,0.708333,0.843750,"[[5,1],
 [1,7]]","[5, 1, 1, 7]","(2, 2)",48
