Fold,Algorithm,Classifier,Dataset,TransferFunction,BestFitness,Time,Accuracy,Error,Sensitivity,Recall,Specificity,Precision,F1,MCC,ROC_AUC,ConfusionMatrix,ConfusionMatrix_Flat,ConfusionMatrix_Shape,NumFeatures
1,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.276061,1.975103,0.733333,0.266667,0.750000,0.750000,0.714286,0.750000,0.750000,0.464286,0.803571,"[[5,2],
 [2,6]]","[5, 2, 2, 6]","(2, 2)",45
2,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.156421,1.911037,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.897959,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",41
3,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.085534,1.882046,0.928571,0.071429,0.857143,0.857143,1.000000,1.000000,0.923077,0.866025,0.887755,"[[7,0],
 [1,6]]","[7, 0, 1, 6]","(2, 2)",35
4,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.157937,1.878298,0.857143,0.142857,0.857143,0.857143,0.857143,0.857143,0.857143,0.714286,0.918367,"[[6,1],
 [1,6]]","[6, 1, 1, 6]","(2, 2)",44
5,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.292136,1.893642,0.714286,0.285714,0.714286,0.714286,0.714286,0.714286,0.714286,0.428571,0.744898,"[[5,2],
 [2,5]]","[5, 2, 2, 5]","(2, 2)",41
6,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.096140,1.877310,0.928571,0.071429,1.000000,1.000000,0.857143,0.875000,0.933333,0.866025,0.908163,"[[6,1],
 [0,7]]","[6, 1, 0, 7]","(2, 2)",56
7,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.226299,2.100990,0.785714,0.214286,0.714286,0.714286,0.857143,0.833333,0.769231,0.577350,0.765306,"[[6,1],
 [2,5]]","[6, 1, 2, 5]","(2, 2)",45
8,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.159452,2.053039,0.857143,0.142857,1.000000,1.000000,0.714286,0.777778,0.875000,0.745356,0.714286,"[[5,2],
 [0,7]]","[5, 2, 0, 7]","(2, 2)",47
9,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.224784,1.890492,0.785714,0.214286,0.857143,0.857143,0.714286,0.750000,0.800000,0.577350,0.795918,"[[5,2],
 [1,6]]","[5, 2, 1, 6]","(2, 2)",42
10,bLRRIME-KNN,knn,PulmonaryHypertension,s4,0.087049,1.985137,0.928571,0.071429,0.875000,0.875000,1.000000,1.000000,0.933333,0.866025,0.927083,"[[6,0],
 [1,7]]","[6, 0, 1, 7]","(2, 2)",38
