Algorithm,Fold,Iter_1,Iter_2,Iter_3,Iter_4,Iter_5,Iter_6,Iter_7,Iter_8,Iter_9,Iter_10,Iter_11,Iter_12,Iter_13,Iter_14,Iter_15,Iter_16,Iter_17,Iter_18,Iter_19,Iter_20,Iter_21,Iter_22,Iter_23,Iter_24,Iter_25,Iter_26,Iter_27,Iter_28,Iter_29,Iter_30,Iter_31,Iter_32,Iter_33,Iter_34,Iter_35,Iter_36,Iter_37,Iter_38,Iter_39,Iter_40,Iter_41,Iter_42,Iter_43,Iter_44,Iter_45,Iter_46,Iter_47,Iter_48,Iter_49,Iter_50
bLRRIME-XGBOOST,1,0.152424,0.146869,0.146869,0.146869,0.145859,0.138283,0.138283,0.138283,0.076970,0.074444,0.071919,0.071919,0.071919,0.071919,0.071919,0.070909,0.070404,0.070404,0.068384,0.068384,0.067879,0.067879,0.067374,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.066364,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.065859,0.064343,0.064343,0.064343,0.064343,0.064343,0.064343,0.064343,0.064343
bLRRIME-XGBOOST,2,0.227309,0.154906,0.154906,0.154906,0.154906,0.083009,0.014141,0.014141,0.014141,0.009596,0.009091,0.009091,0.007071,0.007071,0.006566,0.006061,0.005556,0.005556,0.005051,0.004545,0.004545,0.004545,0.004545,0.004545,0.004040,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030
bLRRIME-XGBOOST,3,0.362013,0.359488,0.359488,0.291126,0.291126,0.289610,0.289610,0.289610,0.287590,0.286075,0.286075,0.285570,0.285570,0.283045,0.281025,0.277994,0.211652,0.211652,0.211652,0.211652,0.208117,0.139755,0.137734,0.137734,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229,0.137229
bLRRIME-XGBOOST,4,0.152886,0.152886,0.151876,0.151371,0.151371,0.148341,0.148341,0.146320,0.145815,0.143795,0.142785,0.141775,0.139755,0.139755,0.139755,0.139250,0.072403,0.072403,0.072403,0.072403,0.071392,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877
bLRRIME-XGBOOST,5,0.153896,0.153896,0.022727,0.022727,0.018687,0.014141,0.014141,0.014141,0.014141,0.014141,0.014141,0.013636,0.010606,0.010606,0.008586,0.008586,0.008586,0.008586,0.008586,0.006061,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.004545,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003535,0.003030,0.003030,0.003030,0.003030,0.003030,0.002525,0.002525
bLRRIME-XGBOOST,6,0.224784,0.221753,0.221753,0.221753,0.156926,0.153896,0.152886,0.152886,0.148846,0.148846,0.146320,0.143795,0.143795,0.143290,0.141775,0.141775,0.141775,0.141775,0.141775,0.140765,0.140765,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070887,0.070382,0.070382,0.070382,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877,0.069877
bLRRIME-XGBOOST,7,0.021212,0.021212,0.017677,0.016162,0.013636,0.013636,0.012626,0.011616,0.010606,0.009596,0.009596,0.009596,0.007071,0.007071,0.007071,0.007071,0.007071,0.007071,0.007071,0.005556,0.004040,0.004040,0.004040,0.003535,0.003535,0.003535,0.003030,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bLRRIME-XGBOOST,8,0.157937,0.157937,0.157937,0.090079,0.090079,0.086039,0.086039,0.085029,0.085029,0.085029,0.085029,0.085029,0.085029,0.083009,0.081999,0.012121,0.012121,0.012121,0.011111,0.011111,0.011111,0.011111,0.009596,0.007576,0.007576,0.007576,0.007576,0.007576,0.006061,0.006061,0.005051,0.005051,0.005051,0.004040,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525
bLRRIME-XGBOOST,9,0.086039,0.017677,0.017677,0.015657,0.014646,0.013636,0.013131,0.010101,0.010101,0.009596,0.009596,0.007071,0.007071,0.006566,0.006061,0.004040,0.004040,0.003030,0.003030,0.002525,0.002020,0.002020,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515,0.001515
bLRRIME-XGBOOST,10,0.233874,0.233874,0.233874,0.224278,0.222258,0.220743,0.085534,0.085534,0.085534,0.085534,0.085534,0.085534,0.085534,0.085534,0.079978,0.079978,0.079978,0.079978,0.079473,0.078968,0.078968,0.078968,0.076948,0.008586,0.008586,0.008586,0.008586,0.007576,0.007576,0.007576,0.007576,0.007576,0.006566,0.006566,0.006566,0.006566,0.006566,0.006566,0.006566,0.006566,0.006566,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556,0.005556
bRIME-XGBOOST,1,0.146364,0.136263,0.132727,0.067879,0.067879,0.067879,0.066364,0.065859,0.065354,0.065354,0.065354,0.065354,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848,0.064848
bRIME-XGBOOST,2,0.087049,0.077958,0.075433,0.005556,0.005556,0.005556,0.005556,0.005556,0.004040,0.004040,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525
bRIME-XGBOOST,3,0.086544,0.084524,0.077958,0.077958,0.075433,0.073413,0.073413,0.006061,0.006061,0.006061,0.006061,0.006061,0.003535,0.003030,0.003030,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002525,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
bRIME-XGBOOST,4,0.224784,0.212662,0.156421,0.146320,0.072908,0.072403,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030,0.003030
bRIME-XGBOOST,5,0.223773,0.223773,0.211147,0.207107,0.141270,0.141270,0.141270,0.141270,0.141270,0.141270,0.141270,0.141270,0.140765,0.072403,0.072403,0.072403,0.072403,0.071392,0.070887,0.070887,0.070887,0.070887,0.070887,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372
bRIME-XGBOOST,6,0.227814,0.142280,0.142280,0.142280,0.140765,0.137734,0.137734,0.137734,0.136724,0.136724,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219,0.136219
bRIME-XGBOOST,7,0.156421,0.152886,0.150361,0.145815,0.145815,0.139250,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.138240,0.137734,0.137734,0.137734,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372,0.069372
bRIME-XGBOOST,8,0.089069,0.079978,0.077453,0.074928,0.073918,0.072403,0.071392,0.071392,0.004545,0.004545,0.004545,0.004545,0.004545,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020,0.002020
